bailable,energia,volumen,hablado,acustico,instrumental,directo,valencia,popularidad,clave,modo,tempo,genero
0.498,0.916,-3.97,0.088,0.0054,8.07e-05,0.111,0.302,43,6,1,127.786,2
0.598,0.858,-4.971,0.102,0.0562,0.0264,0.324,0.293,48,10,0,128.011,2
0.618,0.905,-2.961,0.0497,0.242,0.0196,0.318,0.287,45,2,1,126.052,2
0.572,0.811,-4.874,0.066,0.00887,5.65e-06,0.124,0.332,67,6,0,125.946,2
0.724,0.813,-4.447,0.0346,0.0327,0.0104,0.0497,0.51,41,11,1,125.997,2
0.617,0.694,-4.516,0.0399,0.278,3.51e-05,0.286,0.426,53,6,1,127.968,2
0.483,0.738,-6.714,0.0393,0.0261,0.0,0.386,0.291,43,11,1,126.091,2
0.615,0.935,-3.411,0.156,0.0256,0.00273,0.38,0.507,56,10,1,125.993,2
0.641,0.925,-5.642,0.0376,0.0474,2.99e-05,0.159,0.617,36,0,0,121.963,2
0.741,0.733,-4.572,0.0367,0.143,0.0,0.103,0.549,66,1,0,125.962,2
0.616,0.963,-2.54,0.0395,0.198,0.00231,0.174,0.387,21,0,0,125.987,2
0.355,0.789,-4.358,0.165,0.0148,0.0,0.0355,0.169,55,5,0,80.444,2
0.722,0.96,-2.869,0.0962,0.0692,0.000959,0.395,0.56,57,2,0,123.05,2
0.57,0.898,-4.469,0.0498,0.00906,0.000131,0.2,0.176,55,6,0,125.983,2
0.674,0.927,-3.663,0.104,0.122,1.63e-06,0.548,0.403,29,11,0,123.987,2
0.632,0.816,-4.584,0.0349,0.00205,0.106,0.119,0.134,58,8,1,127.95,2
0.599,0.873,-2.61,0.0312,0.00821,0.0041,0.0864,0.223,46,1,0,126.0,2
0.506,0.923,-2.371,0.0429,0.0568,0.0159,0.0549,0.335,57,9,0,127.681,2
0.639,0.591,-3.905,0.0344,0.128,6.69e-06,0.159,0.305,53,7,0,128.002,2
0.644,0.907,-5.791,0.0359,0.0032,0.0,0.157,0.349,58,11,1,126.003,2
0.591,0.825,-4.02,0.0768,0.0922,0.0,0.148,0.579,44,0,0,126.064,2
0.574,0.605,-6.193,0.0397,0.0963,0.0,0.206,0.242,41,10,1,127.952,2
0.71,0.931,-3.285,0.101,0.00321,0.000195,0.148,0.192,45,1,0,126.176,2
0.607,0.859,-3.995,0.0405,0.104,0.427,0.135,0.268,46,6,1,128.013,2
0.742,0.898,-6.445,0.0812,5.35e-05,0.56,0.204,0.28,35,11,0,124.009,2
0.517,0.829,-5.62,0.0456,0.0196,0.0,0.0956,0.483,50,11,0,127.07,2
0.65,0.658,-4.319,0.0331,0.108,0.000312,0.117,0.472,39,9,1,128.036,2
0.448,0.917,-3.278,0.0483,0.00172,1.13e-05,0.151,0.243,50,3,1,127.976,2
0.511,0.716,-4.028,0.0572,0.059,0.0,0.214,0.226,45,2,1,124.947,2
0.745,0.929,-3.191,0.153,0.118,0.000496,0.609,0.302,57,6,1,125.036,2
0.817,0.987,-3.344,0.231,0.0038,0.0432,0.33,0.643,57,6,0,128.002,2
0.466,0.612,-4.855,0.0307,0.0655,4.07e-06,0.132,0.236,72,8,0,128.114,2
0.658,0.934,-1.965,0.101,0.0123,0.000231,0.137,0.209,41,8,0,127.957,2
0.634,0.953,-2.934,0.0633,0.195,8.08e-05,0.115,0.587,55,10,0,130.016,2
0.681,0.969,-1.83,0.13,0.00451,0.221,0.526,0.184,57,11,1,124.936,2
0.743,0.943,-1.966,0.296,0.0254,0.0703,0.402,0.177,57,2,1,127.978,2
0.725,0.817,-5.356,0.102,0.00729,0.0337,0.135,0.652,46,8,1,128.014,2
0.674,0.977,-2.554,0.109,0.00705,0.794,0.11,0.731,50,8,0,169.92,2
0.75,0.889,-4.968,0.0866,0.0658,0.0168,0.356,0.386,42,2,1,125.053,2
0.664,0.953,-3.794,0.249,0.00961,0.00665,0.263,0.21,62,9,1,125.679,2
0.68,0.742,-7.391,0.196,0.000175,0.474,0.265,0.107,53,7,1,121.616,2
0.674,0.907,-0.439,0.174,0.000587,0.284,0.0723,0.169,48,2,1,126.012,2
0.69,0.854,-4.895,0.103,0.0114,0.793,0.0662,0.618,36,8,1,150.014,2
0.662,0.941,-1.641,0.0626,0.000375,0.029,0.292,0.579,58,1,1,149.982,2
0.689,0.924,-4.242,0.26,0.0121,5.95e-05,0.605,0.686,50,0,1,129.987,2
0.659,0.951,-3.127,0.158,0.00383,0.017,0.334,0.543,51,10,0,126.097,2
0.54,0.923,-6.288,0.0435,0.0013,0.783,0.339,0.134,47,2,1,124.993,2
0.843,0.858,-3.783,0.138,0.0192,0.551,0.0632,0.846,35,1,1,124.046,2
0.607,0.957,-6.474,0.0713,2.32e-05,0.142,0.155,0.333,47,1,1,150.026,2
0.759,0.83,-2.798,0.0507,0.0125,0.162,0.492,0.35,57,2,1,128.04,2
0.598,0.768,-4.406,0.206,0.000603,0.825,0.584,0.176,34,10,0,99.162,2
0.705,0.925,-4.894,0.104,0.00451,0.535,0.072,0.103,46,7,1,125.961,2
0.641,0.922,-3.09,0.0431,0.0331,0.0857,0.153,0.177,34,5,0,150.016,2
0.823,0.752,-8.268,0.205,0.0119,0.444,0.0474,0.606,51,2,1,126.005,2
0.501,0.913,-3.68,0.0657,1.78e-05,0.324,0.18,0.366,49,8,1,75.026,2
0.627,0.723,-2.065,0.0512,0.00052,0.712,0.792,0.231,49,2,1,99.937,2
0.77,0.956,-2.794,0.236,0.000177,0.739,0.421,0.682,43,1,0,124.978,2
0.737,0.905,-1.965,0.0785,0.00873,0.237,0.276,0.337,56,4,1,104.98,2
0.815,0.955,-2.092,0.091,0.0592,0.685,0.17,0.0977,47,0,1,128.027,2
0.73,0.977,-1.043,0.104,0.0908,0.028,0.259,0.35,35,11,0,135.068,2
0.762,0.846,-1.172,0.0482,0.0445,0.127,0.126,0.165,38,11,1,124.035,2
0.808,0.94,-5.839,0.204,0.00159,0.6,0.0994,0.364,55,10,0,125.04,2
0.861,0.83,-4.528,0.159,0.003,0.0467,0.0525,0.805,38,8,1,122.015,2
0.733,0.981,-2.816,0.058,0.011,0.941,0.0412,0.468,34,6,0,127.987,2
0.499,0.899,-3.734,0.307,0.182,2.15e-06,0.126,0.188,50,4,0,154.849,2
0.653,0.966,-4.588,0.125,0.00355,0.692,0.151,0.504,35,0,1,128.987,2
0.781,0.931,-6.246,0.177,0.00291,0.000887,0.209,0.49,57,7,1,124.96,2
0.546,0.976,-0.9,0.0596,0.00231,0.628,0.189,0.142,54,4,1,139.98,2
0.755,0.83,-6.34,0.124,0.104,0.66,0.0872,0.74,46,8,0,128.052,2
0.846,0.982,-2.755,0.0797,0.105,0.858,0.105,0.884,34,8,0,130.014,2
0.699,0.969,-1.703,0.12,0.000161,0.475,0.0861,0.609,34,11,0,130.015,2
0.822,0.762,-6.198,0.0574,0.00103,0.039,0.333,0.767,40,1,1,125.0,2
0.784,0.913,-1.208,0.177,0.0114,0.00162,0.0831,0.59,57,1,1,126.054,2
0.626,0.769,-4.072,0.0499,0.00142,0.0108,0.144,0.118,37,4,0,125.996,2
0.637,0.904,-3.687,0.0432,0.00162,0.787,0.0941,0.397,35,10,1,128.011,2
0.664,0.774,-8.961,0.122,0.0039,0.449,0.088,0.125,51,1,1,108.023,2
0.922,0.919,-3.457,0.0963,0.00692,0.0232,0.0232,0.76,46,11,0,130.001,2
0.853,0.982,-2.653,0.118,0.00232,0.19,0.157,0.177,39,8,0,126.011,2
0.564,0.853,-4.388,0.0674,0.0044,0.651,0.553,0.456,43,10,1,109.98,2
0.571,0.94,-3.637,0.0883,0.0114,0.0128,0.572,0.555,63,1,1,149.959,2
0.725,0.964,-4.497,0.0654,0.00257,0.848,0.447,0.394,35,2,1,124.024,2
0.573,0.991,-3.687,0.0688,2.31e-05,0.65,0.102,0.438,37,3,1,127.992,2
0.804,0.913,-3.515,0.0681,0.00282,0.151,0.0589,0.652,39,11,0,124.002,2
0.774,0.9,-4.543,0.0872,0.0306,0.00105,0.351,0.636,40,1,1,128.01,2
0.845,0.881,-3.709,0.231,0.0236,0.00507,0.0645,0.415,41,1,1,128.164,2
0.713,0.927,-6.088,0.486,0.00376,0.00351,0.682,0.687,39,6,0,127.03,2
0.801,0.846,-3.81,0.0428,0.00215,0.795,0.24,0.202,32,9,1,125.016,2
0.781,0.774,-6.526,0.0412,0.00145,0.905,0.0885,0.464,30,9,1,125.012,2
0.719,0.929,-3.106,0.138,0.00389,0.341,0.115,0.445,51,4,1,126.062,2
0.897,0.784,-4.276,0.248,0.0259,0.436,0.146,0.557,28,1,1,125.963,2
0.75,0.898,-4.714,0.157,0.000861,0.629,0.257,0.85,39,1,1,127.963,2
0.823,0.728,-3.749,0.152,0.0734,0.00287,0.201,0.573,31,1,1,129.978,2
0.48,0.798,-6.002,0.0933,0.0157,0.876,0.0727,0.0667,37,2,1,80.122,2
0.824,0.943,-2.294,0.0926,0.000224,0.57,0.104,0.421,14,1,1,126.055,2
0.758,0.947,-3.041,0.0468,0.0171,0.562,0.114,0.427,28,6,1,126.013,2
0.572,0.916,-3.733,0.107,0.000588,0.00772,0.373,0.4,36,1,1,150.04,2
0.637,0.992,-2.356,0.137,0.00368,0.257,0.139,0.317,33,7,1,125.959,2
0.876,0.847,-4.595,0.0999,0.21,0.863,0.113,0.482,33,0,1,125.008,2
0.853,0.969,-1.66,0.123,0.00197,0.863,0.0703,0.181,37,2,1,124.975,2
0.663,0.727,-5.606,0.372,0.00379,0.0113,0.734,0.34,36,5,1,126.173,2
0.74,0.934,-2.15,0.164,0.00207,0.0964,0.323,0.617,52,7,0,128.096,2
0.693,0.83,-5.725,0.0987,0.000463,0.477,0.158,0.267,31,9,1,123.96,2
0.619,0.963,-1.891,0.203,0.0644,0.549,0.0949,0.202,31,0,1,134.95,2
0.802,0.948,-5.028,0.0509,0.00263,0.224,0.244,0.564,30,1,1,124.004,2
0.901,0.964,-1.619,0.145,0.00381,0.15,0.304,0.694,28,4,1,125.005,2
0.725,0.915,-5.188,0.111,0.000485,0.763,0.0688,0.0593,36,8,0,127.982,2
0.59,0.97,-4.135,0.287,0.071,0.00442,0.295,0.119,48,11,1,82.529,2
0.713,0.647,-5.684,0.0514,0.0449,0.747,0.0619,0.188,30,2,1,125.004,2
0.676,0.955,-3.004,0.102,0.00164,0.387,0.0374,0.696,53,0,1,145.018,2
0.716,0.825,-6.738,0.0609,0.00178,0.0407,0.11,0.149,40,0,1,124.956,2
0.646,0.99,-1.978,0.0808,0.000549,0.844,0.0998,0.382,32,11,1,128.064,2
0.694,0.972,-1.427,0.0968,0.00166,0.878,0.291,0.248,50,6,0,128.046,2
0.659,0.557,-12.971,0.0363,0.0469,0.486,0.0985,0.168,52,9,1,124.03,2
0.753,0.497,-12.92,0.0453,0.172,0.862,0.139,0.108,38,8,0,124.986,2
0.776,0.637,-8.216,0.0395,0.0481,0.496,0.132,0.115,34,11,1,116.004,2
0.67,0.521,-8.721,0.206,0.64,0.0112,0.18,0.716,36,5,0,115.963,2
0.75,0.561,-12.669,0.235,0.899,0.264,0.0799,0.698,20,5,1,85.039,2
0.307,0.671,-9.049,0.0443,0.728,0.94,0.0925,0.248,11,2,1,199.833,2
0.687,0.665,-8.493,0.0445,0.00797,0.936,0.126,0.103,42,5,1,109.995,2
0.625,0.663,-9.004,0.0306,0.66,0.703,0.2,0.192,36,10,1,119.999,2
0.626,0.482,-7.504,0.0261,0.715,0.826,0.113,0.182,55,0,0,147.986,2
0.79,0.549,-5.913,0.0475,0.784,0.492,0.0982,0.592,33,2,1,126.056,2
0.684,0.609,-8.236,0.0369,0.853,0.902,0.102,0.204,38,5,1,117.973,2
0.594,0.761,-8.351,0.0464,0.00622,0.243,0.0897,0.154,18,8,1,105.03,2
0.646,0.631,-10.748,0.0436,0.00462,0.288,0.122,0.167,65,8,0,109.02,2
0.707,0.863,-7.469,0.056,0.000576,0.893,0.236,0.735,64,11,1,108.022,2
0.674,0.655,-8.972,0.0672,0.818,0.472,0.139,0.34,43,3,0,115.041,2
0.689,0.514,-12.803,0.0383,0.512,0.449,0.0952,0.0963,65,11,1,121.985,2
0.658,0.486,-12.389,0.335,0.53,0.0312,0.168,0.524,48,7,1,98.115,2
0.621,0.472,-12.291,0.393,0.615,0.136,0.0946,0.267,30,4,1,120.003,2
0.656,0.565,-11.195,0.0323,0.481,0.951,0.313,0.21,64,9,0,122.934,2
0.62,0.51,-8.091,0.151,0.637,0.179,0.0786,0.239,53,1,1,90.064,2
0.72,0.644,-11.922,0.0743,0.799,0.323,0.0888,0.106,36,4,0,109.997,2
0.595,0.842,-6.216,0.0354,0.0692,0.598,0.14,0.186,35,4,0,100.007,2
0.39,0.464,-10.679,0.0591,0.621,0.612,0.272,0.102,46,0,1,110.618,2
0.667,0.48,-12.517,0.0337,0.516,0.912,0.0994,0.127,51,7,0,108.991,2
0.48,0.66,-7.049,0.0931,0.266,0.00565,0.131,0.122,22,5,0,106.644,2
0.641,0.563,-10.532,0.0566,0.296,0.924,0.122,0.171,58,6,1,122.001,2
0.738,0.72,-7.909,0.0626,0.451,0.623,0.0769,0.525,54,6,1,125.488,2
0.579,0.682,-9.897,0.0527,0.266,0.734,0.111,0.137,52,8,0,96.978,2
0.74,0.396,-9.993,0.306,0.116,1.14e-05,0.432,0.373,45,11,1,104.967,2
0.646,0.83,-8.398,0.0395,0.21,0.836,0.115,0.137,49,0,1,124.009,2
0.631,0.577,-10.18,0.0649,0.316,0.00128,0.139,0.301,52,11,0,122.051,2
0.7,0.316,-12.711,0.186,0.843,0.248,0.0818,0.411,36,0,1,149.969,2
0.611,0.742,-7.402,0.0445,0.00768,0.831,0.232,0.343,50,7,1,103.039,2
0.653,0.664,-10.412,0.105,0.393,0.551,0.114,0.555,34,1,1,120.1,2
0.675,0.683,-7.586,0.031,0.448,0.734,0.0912,0.216,51,11,0,100.026,2
0.738,0.515,-8.304,0.0521,0.221,0.883,0.0855,0.113,49,10,1,84.988,2
0.718,0.573,-9.799,0.0315,0.724,0.627,0.112,0.221,28,2,1,119.997,2
0.814,0.793,-10.35,0.143,0.391,0.811,0.117,0.0649,33,2,1,110.014,2
0.577,0.587,-8.0,0.0363,0.517,0.0196,0.106,0.33,58,0,1,95.967,2
0.537,0.501,-11.777,0.222,0.148,3.68e-06,0.115,0.412,37,2,0,83.796,2
0.663,0.658,-10.001,0.0345,0.295,0.867,0.102,0.0532,67,2,1,117.986,2
0.631,0.661,-8.39,0.0534,0.666,0.801,0.11,0.0393,23,3,0,170.012,2
0.73,0.412,-15.13,0.0844,0.578,0.475,0.119,0.232,30,2,1,114.989,2
0.708,0.745,-8.801,0.0539,0.617,0.371,0.118,0.0369,51,8,0,110.981,2
0.678,0.516,-13.526,0.0414,0.745,0.752,0.0905,0.0364,31,2,1,114.989,2
0.836,0.768,-7.358,0.0689,0.422,0.916,0.162,0.203,43,9,1,120.014,2
0.533,0.279,-13.11,0.185,0.86,0.186,0.16,0.555,41,1,0,86.959,2
0.787,0.599,-7.999,0.0841,0.449,0.0217,0.0956,0.536,32,8,0,95.022,2
0.642,0.249,-19.563,0.242,0.784,0.841,0.154,0.176,36,8,1,120.184,2
0.511,0.568,-11.137,0.0416,0.779,0.78,0.125,0.0377,33,9,1,106.977,2
0.882,0.391,-12.351,0.0444,0.613,0.131,0.108,0.26,61,0,1,120.002,2
0.793,0.51,-8.88,0.039,0.131,0.861,0.0681,0.433,39,1,1,120.003,2
0.489,0.818,-2.452,0.0911,0.88,0.011,0.263,0.174,32,9,1,93.526,2
0.675,0.605,-8.217,0.076,0.366,0.000119,0.115,0.21,51,10,1,97.025,2
0.805,0.687,-8.755,0.0475,0.000444,0.874,0.0677,0.859,40,0,0,121.287,2
0.718,0.717,-9.03,0.043,0.187,0.854,0.334,0.216,21,2,0,122.983,2
0.766,0.446,-6.749,0.0343,0.396,0.000204,0.025,0.742,42,7,1,96.99,2
0.718,0.489,-12.67,0.0413,0.568,0.804,0.166,0.0936,44,8,1,120.017,2
0.688,0.367,-15.512,0.0694,0.839,0.864,0.115,0.035,33,2,1,116.019,2
0.855,0.453,-8.888,0.0551,0.441,0.737,0.383,0.354,31,4,0,105.044,2
0.71,0.828,-6.722,0.0493,0.227,0.116,0.119,0.569,53,5,0,118.007,2
0.734,0.639,-8.653,0.0831,0.139,0.844,0.527,0.0937,40,4,0,105.041,2
0.602,0.91,-5.125,0.0355,0.000504,0.166,0.112,0.476,55,1,1,121.025,2
0.803,0.488,-11.884,0.0463,0.827,0.256,0.0929,0.131,23,9,1,114.994,2
0.668,0.898,-11.22,0.0452,0.482,0.737,0.069,0.425,44,4,1,112.993,2
0.761,0.549,-10.617,0.0495,0.861,0.149,0.109,0.667,40,5,0,133.995,2
0.705,0.493,-9.456,0.0632,0.0157,0.556,0.101,0.348,46,10,0,219.991,2
0.34,0.683,-10.721,0.0438,0.848,0.932,0.151,0.169,42,5,0,124.993,2
0.574,0.519,-14.652,0.0768,0.718,0.471,0.166,0.26,27,7,1,120.031,2
0.655,0.751,-5.804,0.0618,0.18,3.2e-05,0.152,0.525,35,1,0,121.984,2
0.661,0.409,-15.182,0.0442,0.899,0.821,0.0989,0.266,33,10,1,114.049,2
0.546,0.657,-7.48,0.0376,0.132,0.671,0.124,0.0935,39,4,0,87.996,2
0.69,0.561,-11.253,0.0522,0.171,0.0497,0.162,0.361,27,1,1,115.038,2
0.773,0.763,-7.912,0.108,0.174,0.77,0.381,0.68,39,9,1,113.969,2
0.648,0.688,-8.751,0.0335,0.052,0.87,0.113,0.121,31,8,1,114.995,2
0.552,0.93,-3.467,0.0355,0.000579,0.81,0.107,0.625,54,7,1,114.981,2
0.789,0.806,-8.169,0.294,0.534,0.000118,0.0706,0.759,35,6,1,105.007,2
0.625,0.597,-6.687,0.0465,0.5,0.00208,0.219,0.0402,29,10,1,95.05,2
0.853,0.406,-11.658,0.0483,0.587,0.855,0.09,0.0825,62,4,1,122.009,2
0.81,0.765,-5.995,0.106,0.332,0.0,0.0677,0.0394,47,9,1,121.985,2
0.777,0.577,-5.595,0.0556,0.137,0.888,0.251,0.392,37,0,1,95.018,2
0.756,0.633,-7.884,0.136,0.201,0.165,0.184,0.415,49,0,1,118.99,2
0.603,0.632,-9.499,0.0408,0.46,0.000218,0.0982,0.27,52,6,1,110.998,2
0.66,0.58,-8.939,0.0271,0.218,0.345,0.428,0.352,41,1,1,103.001,2
0.363,0.557,-8.467,0.0505,0.945,0.459,0.173,0.106,38,0,0,95.731,2
0.755,0.758,-6.855,0.0697,0.0052,0.0144,0.0661,0.389,38,9,0,100.036,2
0.76,0.336,-13.415,0.0448,0.806,0.504,0.118,0.51,51,8,1,119.985,2
0.778,0.504,-10.878,0.0468,0.128,0.902,0.0879,0.134,47,9,1,122.957,2
0.813,0.579,-7.392,0.1,0.0149,0.679,0.0794,0.521,45,0,1,126.028,2
0.879,0.878,-6.232,0.0617,0.00026,0.265,0.0524,0.619,44,11,1,125.022,2
0.744,0.651,-8.252,0.084,0.0309,0.494,0.661,0.19,41,8,1,138.004,2
0.856,0.465,-6.479,0.0451,0.00392,0.897,0.0795,0.32,33,6,0,122.021,2
0.741,0.461,-9.59,0.0373,0.0344,0.503,0.0933,0.174,52,10,0,107.984,2
0.609,0.917,-7.369,0.0542,0.0289,0.667,0.195,0.252,37,7,1,122.992,2
0.798,0.536,-14.79,0.0459,0.00372,0.793,0.0946,0.584,34,8,1,125.989,2
0.81,0.764,-4.298,0.0485,0.0785,0.874,0.3,0.668,28,7,1,123.983,2
0.706,0.866,-6.01,0.0342,0.00364,0.886,0.117,0.0382,36,5,1,124.991,2
0.563,0.772,-6.157,0.0405,0.00195,0.000601,0.163,0.0609,43,2,0,118.021,2
0.803,0.613,-9.568,0.191,0.0491,0.0,0.109,0.164,41,1,1,122.024,2
0.725,0.669,-8.895,0.0576,0.0628,0.887,0.105,0.189,37,11,1,121.995,2
0.68,0.765,-8.472,0.0442,0.00191,0.88,0.09,0.201,39,7,1,125.003,2
0.696,0.896,-4.594,0.0592,0.00968,0.000546,0.163,0.182,41,6,0,125.016,2
0.782,0.439,-14.45,0.165,0.0208,0.0143,0.0888,0.429,28,2,1,123.969,2
0.745,0.867,-5.972,0.0548,0.0052,0.529,0.383,0.376,41,11,0,124.004,2
0.628,0.944,-7.832,0.0397,0.01,0.842,0.0911,0.0364,41,2,1,126.013,2
0.7,0.974,-4.65,0.11,0.0487,0.0308,0.446,0.626,37,6,0,128.021,2
0.82,0.565,-8.123,0.177,0.0194,0.827,0.123,0.702,31,4,0,123.013,2
0.813,0.645,-12.99,0.101,3.31e-05,0.87,0.0508,0.141,37,7,1,122.006,2
0.689,0.893,-5.074,0.108,0.0663,1.44e-05,0.315,0.632,40,2,1,119.942,2
0.721,0.716,-7.695,0.0299,0.0377,1.37e-05,0.301,0.562,42,7,1,123.957,2
0.685,0.809,-8.977,0.0405,0.000951,0.81,0.109,0.257,29,2,1,122.991,2
0.872,0.663,-8.834,0.0759,0.00389,0.0725,0.834,0.304,58,9,1,126.019,2
0.826,0.314,-15.539,0.0543,0.528,0.654,0.108,0.394,19,6,0,117.989,2
0.654,0.644,-5.573,0.0356,0.0169,0.00157,0.0909,0.328,28,11,0,123.884,2
0.549,0.809,-9.103,0.0505,0.0608,0.876,0.114,0.526,30,9,1,124.991,2
0.831,0.993,-5.866,0.059,0.00138,0.895,0.0397,0.747,29,11,0,124.012,2
0.631,0.941,-5.871,0.143,0.0062,0.0292,0.415,0.438,49,11,0,127.882,2
0.586,0.84,-6.674,0.0314,0.201,0.00056,0.0661,0.782,38,8,0,102.031,2
0.688,0.404,-17.443,0.054,0.287,0.933,0.111,0.0374,32,7,1,126.999,2
0.721,0.712,-8.103,0.164,0.0558,0.0,0.132,0.606,39,1,1,108.08,2
0.79,0.961,-3.408,0.263,0.167,0.0154,0.133,0.389,28,11,0,125.035,2
0.808,0.723,-7.356,0.0773,0.128,0.0801,0.504,0.535,54,0,1,123.047,2
0.723,0.589,-13.785,0.0729,0.233,0.93,0.111,0.108,29,8,1,124.987,2
0.649,0.879,-7.086,0.0581,0.00938,0.000111,0.0723,0.598,44,6,1,123.991,2
0.376,0.643,-10.059,0.0514,0.00746,0.00437,0.372,0.416,41,7,0,157.679,2
0.678,0.874,-4.775,0.0667,0.001,0.222,0.339,0.354,44,1,1,125.021,2
0.679,0.902,-5.719,0.0358,0.0141,0.0828,0.304,0.347,31,7,0,124.016,2
0.808,0.764,-7.352,0.0531,0.00188,0.214,0.19,0.533,25,7,0,125.005,2
0.746,0.828,-12.369,0.0643,0.000983,0.888,0.105,0.442,36,6,0,127.026,2
0.748,0.827,-5.471,0.273,0.0709,5.79e-05,0.777,0.47,42,2,1,123.931,2
0.372,0.924,-7.53,0.0753,0.000716,0.4,0.132,0.432,29,6,0,186.149,2
0.628,0.841,-6.743,0.0403,0.0651,0.581,0.0858,0.78,29,4,0,128.011,2
0.811,0.605,-7.977,0.0898,0.128,0.00529,0.101,0.661,27,7,0,123.018,2
0.839,0.603,-7.65,0.0486,0.0111,1.86e-06,0.132,0.515,24,7,1,115.992,2
0.657,0.62,-13.489,0.0361,0.00266,0.776,0.646,0.12,26,5,0,124.012,2
0.853,0.826,-8.64,0.206,0.0048,0.0434,0.0804,0.667,27,9,1,127.007,2
0.84,0.837,-5.614,0.12,0.00693,0.0792,0.109,0.466,33,6,1,123.982,2
0.739,0.816,-8.053,0.0477,0.00274,0.00999,0.0827,0.598,15,5,0,121.001,2
0.803,0.801,-7.336,0.0467,0.000351,0.748,0.0834,0.353,15,11,0,124.003,2
0.8,0.832,-11.991,0.0514,2.51e-06,0.697,0.258,0.521,44,1,1,128.009,2
0.571,0.808,-8.044,0.0369,0.175,0.487,0.176,0.525,18,1,0,125.002,2
0.65,0.838,-7.949,0.0335,0.0359,0.717,0.0639,0.19,28,4,0,118.016,2
0.655,0.86,-5.307,0.0302,0.0415,0.299,0.241,0.65,17,11,1,128.018,2
0.727,0.819,-6.017,0.0396,0.000583,0.284,0.0812,0.258,33,2,1,124.021,2
0.814,0.958,-6.66,0.0786,0.00016,0.901,0.683,0.494,25,6,0,122.013,2
0.808,0.503,-9.821,0.0712,0.0173,0.919,0.0595,0.165,32,11,0,124.0,2
0.716,0.889,-3.986,0.0498,0.00535,0.00113,0.154,0.435,43,11,1,125.996,2
0.837,0.726,-4.913,0.103,0.00064,0.685,0.0685,0.532,33,1,1,124.013,2
0.653,0.655,-11.687,0.326,0.28,5.63e-05,0.255,0.231,29,4,0,123.93,2
0.726,0.767,-4.367,0.0408,0.00049,0.589,0.313,0.344,28,11,0,124.007,2
0.606,0.462,-11.064,0.0305,0.0267,0.902,0.116,0.0604,28,2,1,119.994,2
0.623,0.929,-3.127,0.0946,0.00418,0.00478,0.142,0.704,31,6,1,125.023,2
0.684,0.85,-13.376,0.061,0.0012,0.791,0.968,0.0597,30,6,0,125.999,2
0.93,0.483,-9.925,0.0411,0.0289,0.00244,0.103,0.57,65,3,1,120.022,2
0.616,0.692,-6.116,0.0456,0.409,0.0264,0.115,0.282,27,7,0,123.012,2
0.826,0.715,-7.152,0.0994,0.00327,0.523,0.0722,0.478,35,4,0,123.987,2
0.705,0.462,-11.581,0.0495,0.00472,0.721,0.121,0.591,24,9,0,123.012,2
0.613,0.658,-6.846,0.121,0.118,4.99e-05,0.128,0.152,20,1,0,160.086,2
0.7,0.823,-5.269,0.0392,0.011,3.45e-06,0.103,0.544,40,5,0,125.969,2
0.795,0.611,-16.401,0.0727,0.0118,0.884,0.091,0.389,30,6,1,130.045,2
0.596,0.815,-8.089,0.0332,0.00424,0.895,0.098,0.0476,27,7,1,119.991,2
0.797,0.832,-10.4,0.0476,0.00576,0.919,0.101,0.339,51,1,1,123.001,2
0.703,0.97,-5.666,0.0497,0.000429,0.44,0.05,0.745,41,8,0,125.003,2
0.578,0.788,-12.179,0.0359,0.032,0.931,0.0757,0.0786,24,4,1,124.005,2
0.735,0.668,-10.563,0.198,0.0176,0.831,0.0662,0.479,27,7,1,179.988,2
0.45,0.951,-5.034,0.0881,0.00845,0.311,0.35,0.356,39,6,0,136.052,2
0.736,0.578,-10.417,0.0442,0.00309,0.282,0.0685,0.428,27,3,0,123.009,2
0.643,0.97,-5.614,0.0462,0.0136,0.0409,0.0602,0.594,30,11,0,128.008,2
0.701,0.719,-13.973,0.0402,0.0983,0.781,0.311,0.159,27,10,0,107.997,2
0.641,0.584,-8.939,0.0641,0.0293,0.141,0.109,0.0358,24,9,0,121.008,2
0.765,0.987,-3.013,0.195,0.0426,0.00608,0.233,0.604,26,5,1,123.994,2
0.602,0.959,-7.36,0.0493,0.0153,0.799,0.0934,0.239,34,2,1,127.995,2
0.749,0.838,-9.181,0.0479,0.0603,0.908,0.113,0.0823,32,10,0,130.006,2
0.7,0.882,-9.55,0.0529,0.0206,0.862,0.081,0.243,30,4,1,129.995,2
0.856,0.625,-7.421,0.0726,0.0167,0.00704,0.114,0.42,25,0,1,119.97,2
0.467,0.559,-9.345,0.0792,0.37,0.0311,0.0934,0.0569,29,6,1,179.999,2
0.586,0.899,-3.663,0.0517,0.000498,0.0335,0.117,0.18,39,5,0,125.976,2
0.694,0.667,-3.783,0.0581,0.00306,0.382,0.0969,0.668,30,9,1,125.016,2
0.902,0.697,-7.501,0.0838,0.141,0.000158,0.313,0.683,16,8,0,122.026,2
0.794,0.681,-8.14,0.0464,0.031,0.801,0.327,0.269,25,9,0,122.998,2
0.635,0.743,-6.138,0.0444,0.00813,0.869,0.117,0.305,32,9,0,95.082,2
0.665,0.634,-5.484,0.029,0.0149,0.0,0.104,0.151,32,1,1,125.055,2
0.599,0.757,-6.379,0.0566,0.34,0.0,0.15,0.756,21,7,1,104.978,2
