bailable,energia,volumen,hablado,acustico,instrumental,directo,valencia,popularidad,clave,modo,tempo,genero
0.802,0.463,-10.604,0.184,0.328,0.0,0.0545,0.853,32,2,1,89.022,0
0.8,0.717,-7.836,0.195,0.0645,0.0,0.39,0.472,46,0,1,80.014,0
0.719,0.548,-10.443,0.0911,0.555,0.0,0.0856,0.508,39,1,0,132.006,0
0.463,0.694,-5.755,0.229,0.257,0.0,0.0734,0.438,42,1,0,184.438,0
0.836,0.614,-10.925,0.2,0.468,0.0,0.28,0.927,25,7,1,93.283,0
0.81,0.695,-6.21,0.387,0.159,0.0,0.32,0.741,29,1,1,87.048,0
0.927,0.509,-9.718,0.0539,4.89e-05,1.06e-06,0.0958,0.29,24,1,1,135.96,0
0.722,0.708,-5.683,0.324,0.125,0.0,0.329,0.236,16,11,0,76.985,0
0.379,0.43,-11.445,0.0509,0.317,0.0725,0.0861,0.0586,58,1,1,99.93,0
0.799,0.376,-10.384,0.0795,0.305,0.831,0.101,0.0919,48,10,0,110.024,0
0.638,0.534,-8.901,0.111,0.0398,0.0,0.132,0.131,37,2,1,179.953,0
0.697,0.844,-5.008,0.29,0.384,2.04e-05,0.0557,0.263,56,8,1,146.056,0
0.738,0.596,-7.222,0.149,0.00416,5.08e-05,0.15,0.255,49,2,1,118.922,0
0.608,0.404,-11.028,0.445,0.773,0.0128,0.708,0.398,48,11,1,127.263,0
0.863,0.368,-12.307,0.0396,0.299,0.000324,0.102,0.445,45,10,0,119.994,0
0.712,0.757,-4.984,0.114,0.00965,0.1,0.419,0.657,54,1,0,163.028,0
0.822,0.477,-8.91,0.0686,0.0371,0.00401,0.0859,0.104,29,0,0,133.033,0
0.693,0.613,-6.176,0.177,0.0144,4.69e-06,0.113,0.561,51,10,0,139.977,0
0.716,0.951,-3.608,0.0303,0.0827,1.64e-05,0.11,0.752,47,8,1,106.014,0
0.734,0.579,-6.737,0.203,0.0521,0.0,0.151,0.287,16,0,0,150.088,0
0.796,0.438,-11.137,0.349,0.477,8.63e-05,0.215,0.319,26,1,1,127.025,0
0.776,0.51,-7.175,0.374,0.112,0.000188,0.403,0.219,48,1,1,136.994,0
0.935,0.429,-6.697,0.118,0.0308,0.0,0.102,0.0769,73,1,1,139.987,0
0.805,0.722,-6.781,0.0439,0.00239,0.0,0.2,0.526,31,6,0,95.009,0
0.672,0.346,-12.098,0.0512,0.64,0.00169,0.161,0.317,17,5,1,92.97,0
0.401,0.389,-13.995,0.169,0.233,0.0,0.115,0.139,21,2,0,178.217,0
0.775,0.417,-9.429,0.0514,0.122,0.0,0.108,0.714,41,1,0,115.998,0
0.596,0.829,-7.95,0.448,0.381,4.93e-05,0.13,0.519,15,0,1,175.558,0
0.815,0.541,-8.525,0.0683,0.361,0.0,0.119,0.138,23,0,1,138.006,0
0.796,0.497,-6.802,0.0464,0.183,0.000726,0.378,0.348,12,4,0,125.972,0
0.84,0.4,-11.807,0.0516,0.698,0.00143,0.116,0.381,64,5,0,124.009,0
0.57,0.518,-12.438,0.0512,0.261,0.0237,0.187,0.226,36,8,0,132.96,0
0.762,0.976,-3.576,0.237,0.482,0.0,0.1,0.813,39,4,1,163.024,0
0.457,0.259,-12.348,0.25,0.813,0.000191,0.0795,0.099,35,8,1,80.681,0
0.857,0.353,-6.146,0.077,0.374,0.0,0.133,0.0749,45,1,1,123.091,0
0.689,0.41,-11.468,0.044,0.171,0.607,0.261,0.152,37,1,1,140.023,0
0.845,0.575,-10.0,0.369,0.281,7.17e-06,0.118,0.683,14,0,1,164.989,0
0.88,0.551,-13.803,0.335,0.461,0.000393,0.219,0.7,44,4,0,110.038,0
0.895,0.667,-6.725,0.101,0.0182,0.0238,0.151,0.0357,11,10,0,119.974,0
0.756,0.453,-9.965,0.318,0.0039,0.0,0.632,0.114,36,8,1,140.132,0
0.611,0.618,-9.413,0.0896,0.212,0.316,0.221,0.12,26,7,0,109.959,0
0.445,0.455,-8.927,0.0564,0.171,0.0,0.117,0.243,53,1,0,109.988,0
0.914,0.408,-6.712,0.141,0.0268,0.00179,0.116,0.0944,18,10,0,140.026,0
0.621,0.791,-6.095,0.0485,0.00138,0.0374,0.412,0.219,23,1,1,80.002,0
0.585,0.579,-9.387,0.447,0.15,0.0,0.111,0.281,62,10,0,120.838,0
0.667,0.411,-12.624,0.108,0.0856,0.00197,0.0916,0.1,39,6,0,128.05,0
0.77,0.853,-3.849,0.221,0.0042,0.000961,0.0936,0.615,61,10,0,164.037,0
0.748,0.642,-5.689,0.0575,0.157,0.0,0.117,0.343,31,3,0,85.937,0
0.818,0.611,-5.424,0.307,0.537,0.0,0.222,0.317,27,8,1,120.084,0
0.459,0.559,-8.219,0.256,0.311,0.00247,0.356,0.316,32,9,0,120.055,0
0.747,0.505,-10.409,0.232,0.195,0.00449,0.12,0.434,39,11,1,149.872,0
0.759,0.66,-7.536,0.45,0.000624,0.0,0.0953,0.231,43,4,0,89.985,0
0.764,0.652,-9.457,0.139,0.016,0.00392,0.562,0.246,29,8,1,151.977,0
0.68,0.754,-6.562,0.0494,0.00998,0.192,0.157,0.107,41,7,0,122.03,0
0.597,0.714,-5.506,0.109,0.126,0.0,0.0837,0.368,35,6,0,91.926,0
0.698,0.9,-7.763,0.379,0.02,7.35e-06,0.231,0.676,40,6,0,175.184,0
0.572,0.377,-12.09,0.0437,0.521,2.96e-05,0.101,0.0475,51,2,1,187.986,0
0.754,0.575,-8.269,0.0541,0.0939,3.06e-06,0.192,0.167,52,1,1,109.012,0
0.947,0.696,-8.516,0.109,0.0286,0.000235,0.064,0.45,31,1,0,120.019,0
0.734,0.709,-10.433,0.429,0.0138,0.0,0.111,0.499,28,1,1,140.157,0
0.855,0.621,-7.482,0.0614,0.173,0.0748,0.0951,0.352,48,8,1,105.054,0
0.781,0.493,-7.649,0.0522,0.0717,0.586,0.123,0.0383,66,1,1,106.011,0
0.748,0.617,-8.348,0.135,0.217,0.0,0.116,0.487,15,1,0,173.0,0
0.781,0.66,-7.092,0.0352,0.0342,0.103,0.102,0.45,51,1,1,136.053,0
0.731,0.608,-7.723,0.206,0.458,0.0,0.0932,0.192,12,1,1,120.007,0
0.705,0.6,-8.7,0.339,0.232,0.0,0.12,0.345,41,10,0,94.087,0
0.634,0.706,-7.139,0.0814,0.318,0.0,0.246,0.214,43,7,1,139.985,0
0.784,0.925,-2.51,0.0883,0.00269,0.0,0.345,0.208,39,6,0,149.98,0
0.637,0.2,-17.277,0.205,0.303,0.00528,0.102,0.414,45,2,1,90.001,0
0.506,0.505,-10.198,0.444,0.44,2.3e-05,0.0938,0.0788,64,8,1,76.016,0
0.694,0.862,-3.555,0.217,0.179,0.0,0.323,0.29,16,7,0,89.981,0
0.447,0.462,-12.312,0.148,0.776,2.25e-06,0.101,0.28,26,5,0,130.029,0
0.854,0.805,-5.796,0.24,0.0921,5.18e-05,0.114,0.814,50,1,1,156.011,0
0.831,0.814,-7.364,0.42,0.0598,0.0134,0.0556,0.389,72,2,1,156.985,0
0.85,0.893,-4.783,0.0623,0.0138,4.14e-06,0.372,0.0391,29,5,1,109.025,0
0.694,0.711,-5.525,0.221,0.0397,0.0,0.112,0.283,55,8,1,138.049,0
0.774,0.751,-2.445,0.198,0.0614,0.0,0.0728,0.189,49,1,1,109.98,0
0.893,0.907,-10.406,0.367,0.152,0.0311,0.558,0.302,62,11,1,99.971,0
0.765,0.726,-5.58,0.191,0.0077,0.0,0.619,0.27,23,5,1,128.014,0
0.617,0.541,-4.113,0.78,0.125,0.0,0.369,0.43,58,6,1,79.998,0
0.736,0.932,-3.726,0.271,0.146,0.0025,0.182,0.18,30,1,1,124.514,0
0.812,0.813,-5.583,0.0984,0.0987,0.00015,0.0758,0.348,26,10,0,128.066,0
0.777,0.711,-3.902,0.137,0.312,0.0,0.205,0.293,52,0,1,139.973,0
0.829,0.59,-7.818,0.263,0.0391,0.0107,0.114,0.332,56,9,0,112.97,0
0.783,0.929,0.551,0.0893,0.2,0.00414,0.689,0.152,49,11,0,118.03,0
0.787,0.727,-7.194,0.265,0.000997,0.0017,0.376,0.21,68,1,1,141.52,0
0.69,0.76,-5.431,0.0895,0.0525,0.0,0.134,0.0797,29,1,1,125.013,0
0.83,0.387,-12.908,0.345,0.0858,0.407,0.0926,0.561,33,10,0,120.006,0
0.936,0.474,-9.694,0.393,0.0213,0.0,0.111,0.168,56,1,1,129.999,0
0.765,0.62,-7.338,0.14,0.0643,0.00019,0.16,0.218,51,10,0,109.904,0
0.777,0.902,-3.915,0.349,0.0905,0.0,0.275,0.462,49,1,1,129.985,0
0.628,0.573,-8.161,0.0673,0.00362,0.0,0.0874,0.0387,57,1,1,115.503,0
0.468,0.325,-8.267,0.245,0.115,0.726,0.109,0.0387,35,1,1,95.593,0
0.512,0.44,-7.816,0.233,0.00386,3.11e-06,0.233,0.132,37,1,1,207.992,0
0.504,0.48,-8.885,0.045,0.832,0.000252,0.101,0.878,41,3,1,173.993,0
0.608,0.662,-8.474,0.0338,0.0246,7.85e-06,0.0409,0.0637,38,1,1,117.031,0
0.783,0.684,-7.435,0.0358,0.00873,0.000548,0.222,0.173,34,5,1,141.037,0
0.528,0.617,-6.123,0.0657,0.202,0.153,0.146,0.0356,55,8,1,119.047,0
0.796,0.756,-2.244,0.0572,0.0059,0.00679,0.128,0.0292,48,8,1,120.01,0
0.299,0.381,-6.951,0.038,0.445,0.0023,0.0932,0.0392,42,3,0,136.462,0
0.644,0.64,-7.877,0.0688,0.00329,0.0,0.146,0.175,41,8,1,108.944,0
0.473,0.843,-5.981,0.225,0.00345,2.53e-05,0.102,0.24,43,1,1,71.647,0
0.471,0.618,-9.965,0.108,0.0219,0.00664,0.16,0.0392,19,10,0,110.337,0
0.665,0.446,-14.845,0.172,0.069,1.88e-05,0.323,0.117,17,1,1,115.282,0
0.812,0.707,-6.815,0.0752,0.236,0.0,0.587,0.248,18,10,0,109.992,0
0.262,0.897,-2.712,0.398,0.0237,0.0,0.11,0.253,18,4,0,199.651,0
0.571,0.865,-4.99,0.0397,0.0042,0.207,0.0906,0.177,20,8,1,150.017,0
0.854,0.98,-1.181,0.0569,0.263,0.00053,0.548,0.255,64,1,1,110.001,0
0.818,0.576,-7.588,0.162,0.29,0.0,0.105,0.285,63,0,0,96.189,0
0.881,0.903,-0.955,0.0813,0.267,0.00253,0.109,0.272,65,8,1,119.994,0
0.77,0.623,-7.025,0.0569,0.0601,0.0,0.117,0.0947,60,8,0,134.974,0
0.8,0.505,-6.54,0.115,0.0206,2.05e-05,0.198,0.179,68,0,1,114.972,0
0.817,0.911,-2.153,0.0455,0.187,0.00173,0.42,0.34,65,0,1,119.989,0
0.814,0.74,-5.438,0.0947,0.11,2.28e-05,0.12,0.191,61,10,0,120.098,0
0.678,0.77,-3.206,0.145,0.125,0.0,0.184,0.284,63,6,0,75.009,0
0.755,0.788,-4.572,0.216,0.0355,0.0,0.311,0.465,61,0,1,140.055,0
0.81,0.524,-6.705,0.0441,0.0444,0.714,0.105,0.155,59,5,1,122.016,0
0.806,0.702,-6.643,0.0688,0.274,0.138,0.323,0.182,53,0,1,105.975,0
0.89,0.74,-4.303,0.223,0.318,1.17e-05,0.244,0.436,49,1,1,130.012,0
0.825,0.761,-5.389,0.104,0.0111,0.00359,0.334,0.161,70,8,1,149.97,0
0.909,0.573,-6.856,0.181,0.0332,0.0163,0.657,0.392,68,5,1,144.946,0
0.698,0.987,-0.734,0.167,0.0226,0.000558,0.343,0.266,55,8,0,129.763,0
0.577,0.692,-5.96,0.64,0.372,0.0596,0.0989,0.0658,57,11,1,144.702,0
0.827,0.771,-4.374,0.318,0.0456,0.0,0.109,0.545,50,0,1,149.867,0
0.68,0.707,-5.133,0.127,0.00914,0.00638,0.097,0.228,51,2,1,159.941,0
0.721,0.899,-4.07,0.057,0.0116,2.51e-05,0.126,0.0385,50,10,0,142.018,0
0.777,0.812,-5.146,0.0447,0.26,0.264,0.185,0.452,53,8,1,139.961,0
0.579,0.813,-4.573,0.367,0.0605,3.5e-05,0.365,0.312,55,7,1,107.609,0
0.86,0.524,-4.698,0.0729,0.578,0.96,0.0993,0.142,55,11,1,114.946,0
0.425,0.508,-10.01,0.13,0.0639,0.181,0.244,0.0679,55,8,1,130.837,0
0.494,0.695,-10.566,0.751,0.00421,0.0158,0.223,0.0722,50,1,1,155.01,0
0.649,0.772,-5.332,0.133,0.717,0.00305,0.103,0.0294,53,11,0,109.973,0
0.814,0.758,-6.512,0.384,0.185,0.091,0.204,0.82,50,0,1,159.94,0
0.37,0.856,-5.489,0.401,0.403,0.00967,0.18,0.0755,49,7,1,79.382,0
0.888,0.906,-4.028,0.365,0.221,0.000474,0.266,0.477,43,1,1,125.033,0
0.816,0.62,-7.804,0.51,0.255,1.09e-05,0.251,0.265,49,11,1,144.981,0
0.713,0.839,-6.377,0.349,0.00417,0.706,0.106,0.0369,49,4,0,150.004,0
0.449,0.645,-4.784,0.0366,0.00956,0.00846,0.107,0.0589,38,4,0,109.846,0
0.923,0.94,-5.828,0.16,0.0204,9.67e-06,0.136,0.839,31,9,1,139.804,0
0.832,0.802,-4.039,0.22,0.343,0.00361,0.139,0.178,39,11,0,110.006,0
0.569,0.712,-4.911,0.347,0.378,3.41e-05,0.144,0.0711,33,1,0,157.231,0
0.476,0.825,-3.941,0.0379,7.44e-05,6.51e-05,0.115,0.43,55,6,1,84.149,0
0.403,0.696,-5.956,0.236,0.00114,0.265,0.0722,0.0696,63,10,0,89.999,0
0.748,0.662,-4.832,0.285,0.149,0.0,0.17,0.346,77,6,0,157.918,0
0.795,0.634,-8.771,0.142,0.0889,0.0,0.0874,0.39,74,5,0,97.512,0
0.656,0.661,-5.888,0.0602,0.0686,0.0,0.125,0.509,78,9,1,140.956,0
0.825,0.655,-8.475,0.255,0.436,0.0,0.138,0.8,74,5,0,145.045,0
0.823,0.678,-6.664,0.56,0.153,0.0,0.218,0.706,76,1,1,160.133,0
0.692,0.792,-5.984,0.245,0.13,0.0,0.255,0.566,78,7,1,129.883,0
0.803,0.456,-10.783,0.243,0.0358,0.0,0.212,0.583,72,11,1,95.013,0
0.42,0.787,-6.206,0.266,0.0129,0.0,0.107,0.498,74,11,0,78.44,0
0.906,0.525,-7.482,0.305,0.0504,2.88e-06,0.0859,0.365,73,9,1,96.005,0
0.86,0.711,-6.596,0.183,0.115,0.0,0.14,0.502,69,8,0,105.027,0
0.651,0.649,-4.363,0.0366,0.237,0.0,0.128,0.455,68,0,0,133.971,0
0.762,0.697,-6.626,0.103,0.298,0.0,0.0999,0.53,63,11,0,91.984,0
0.681,0.635,-7.856,0.0792,0.0177,0.0,0.119,0.496,70,10,0,160.027,0
0.643,0.694,-6.297,0.0466,0.278,0.0,0.236,0.521,67,3,0,129.054,0
0.914,0.619,-8.323,0.146,0.241,0.0017,0.105,0.166,67,8,0,100.995,0
0.623,0.76,-6.688,0.2,0.341,0.0,0.119,0.566,70,8,0,155.015,0
0.718,0.776,-5.418,0.24,0.112,0.00243,0.144,0.41,70,8,1,91.158,0
0.66,0.809,-4.837,0.156,0.0921,0.0,0.16,0.547,74,2,1,133.922,0
0.793,0.762,-5.252,0.0591,0.333,0.0,0.128,0.447,66,8,1,132.097,0
0.81,0.603,-8.071,0.0405,0.109,0.0,0.295,0.805,64,2,1,136.003,0
0.7,0.616,-8.505,0.155,0.27,0.0,0.174,0.55,63,4,1,140.0,0
0.85,0.567,-8.739,0.199,0.136,0.0,0.115,0.161,70,4,0,99.99,0
0.682,0.79,-5.15,0.0723,0.189,0.0,0.115,0.676,70,7,0,122.99,0
0.719,0.528,-8.857,0.292,0.615,0.0,0.122,0.346,65,0,0,171.937,0
0.799,0.603,-8.068,0.506,0.0898,0.0,0.214,0.624,68,8,1,75.989,0
0.701,0.623,-5.271,0.0493,0.00804,0.013,0.498,0.471,64,2,1,158.891,0
0.855,0.666,-4.581,0.104,0.2,0.0,0.0885,0.758,61,10,0,100.006,0
0.755,0.502,-9.08,0.0655,0.307,0.0,0.105,0.6,68,5,0,149.919,0
0.835,0.606,-8.139,0.141,0.163,0.0,0.097,0.346,69,2,1,129.932,0
0.621,0.694,-7.773,0.0987,0.214,2.13e-06,0.155,0.644,72,10,0,90.059,0
0.893,0.511,-11.209,0.268,0.484,0.00201,0.0747,0.443,68,8,0,100.015,0
0.919,0.582,-7.201,0.119,0.111,0.0,0.118,0.538,71,2,1,123.947,0
0.701,0.685,-3.937,0.0401,0.244,4.84e-05,0.786,0.592,45,1,0,112.041,0
0.667,0.766,-5.513,0.0905,0.282,0.0,0.127,0.724,62,7,0,74.776,0
0.843,0.528,-8.722,0.0657,0.061,4.52e-05,0.0617,0.459,22,1,1,140.05,0
0.55,0.686,-7.668,0.0964,0.311,0.0,0.176,0.311,64,1,0,159.929,0
0.827,0.738,-6.403,0.207,0.0978,0.0,0.0257,0.718,67,8,0,137.956,0
0.862,0.545,-5.931,0.351,0.201,0.0,0.0482,0.546,63,11,0,149.972,0
0.751,0.57,-7.017,0.209,0.126,0.0,0.101,0.705,69,11,0,110.02,0
0.897,0.513,-9.653,0.389,0.521,0.000583,0.072,0.798,67,8,1,130.077,0
0.879,0.418,-11.914,0.0559,0.572,0.0,0.107,0.696,68,10,0,100.018,0
0.44,0.454,-9.268,0.128,0.457,0.0,0.0895,0.21,67,0,1,86.488,0
0.817,0.516,-9.359,0.193,0.468,0.0,0.153,0.435,68,5,1,130.043,0
0.783,0.483,-8.963,0.127,0.212,0.0,0.185,0.299,69,1,1,100.036,0
0.814,0.665,-7.87,0.173,0.351,0.00172,0.108,0.326,73,9,1,126.027,0
0.879,0.78,-3.929,0.322,0.122,0.0,0.265,0.848,61,8,1,136.84,0
0.48,0.565,-9.954,0.375,0.38,0.0,0.096,0.806,71,8,0,112.988,0
0.784,0.572,-8.378,0.0912,0.000194,0.0,0.102,0.768,65,8,1,147.046,0
0.764,0.468,-9.181,0.446,0.24,0.0,0.252,0.756,68,5,0,77.044,0
0.76,0.595,-9.692,0.0318,0.588,0.0,0.316,0.685,60,9,1,140.046,0
0.913,0.612,-7.042,0.306,0.292,0.000315,0.234,0.32,63,1,1,129.953,0
0.906,0.447,-11.407,0.0673,0.123,0.0,0.118,0.817,57,1,0,120.978,0
0.749,0.631,-6.669,0.21,0.303,0.0,0.196,0.27,60,2,1,129.953,0
0.767,0.551,-6.541,0.0829,0.0392,0.0,0.118,0.196,59,10,0,83.037,0
0.72,0.685,-5.708,0.137,0.0487,0.0,0.148,0.25,64,4,0,127.122,0
0.896,0.758,-5.334,0.422,0.228,0.0,0.101,0.764,69,10,0,133.93,0
0.901,0.795,-4.197,0.261,0.0368,0.0,0.0933,0.825,57,8,1,149.98,0
0.731,0.554,-5.804,0.154,0.626,0.0,0.134,0.302,61,1,0,75.987,0
0.835,0.523,-5.612,0.0507,0.495,0.0,0.118,0.257,58,0,1,115.055,0
0.778,0.681,-7.148,0.245,0.247,0.0,0.111,0.142,67,0,0,121.047,0
0.824,0.846,-4.81,0.0813,0.492,8.39e-06,0.128,0.752,60,5,0,132.948,0
0.736,0.699,-4.216,0.0399,0.0924,0.0,0.124,0.416,59,10,0,135.924,0
0.813,0.57,-7.709,0.139,0.39,0.0,0.0987,0.215,72,1,1,139.996,0
0.901,0.484,-11.169,0.117,0.0367,2.25e-05,0.198,0.766,67,5,0,130.02,0
0.877,0.42,-8.239,0.175,0.278,0.0,0.163,0.292,55,7,0,135.017,0
0.875,0.559,-8.9,0.281,0.00592,0.0,0.161,0.456,61,1,0,140.02,0
0.534,0.571,-6.19,0.162,0.168,0.0,0.181,0.209,45,0,0,116.654,0
0.97,0.178,-16.098,0.304,0.0953,4.12e-05,0.107,0.451,56,2,0,125.017,0
0.945,0.252,-11.641,0.258,0.0036,0.0,0.101,0.0791,55,8,1,130.031,0
0.9,0.781,-5.452,0.159,0.108,0.0,0.0513,0.79,62,1,1,135.025,0
0.844,0.62,-7.424,0.232,0.199,0.0,0.116,0.497,61,6,0,133.958,0
0.905,0.598,-3.247,0.264,0.349,0.0,0.108,0.393,51,8,0,132.086,0
0.828,0.412,-12.16,0.0835,0.213,0.749,0.0883,0.459,62,10,0,130.034,0
0.68,0.876,-4.472,0.213,0.44,0.0,0.128,0.491,60,6,0,127.267,0
0.66,0.649,-7.497,0.105,0.318,0.0,0.0721,0.535,58,1,1,134.894,0
0.662,0.715,-6.593,0.153,0.123,1.41e-06,0.0916,0.28,70,1,1,165.879,0
0.715,0.567,-7.537,0.132,0.264,0.0,0.0902,0.507,50,10,0,131.95,0
0.89,0.74,-6.367,0.0681,0.271,1.06e-05,0.118,0.0683,67,1,1,122.023,0
0.85,0.718,-6.846,0.318,0.113,0.0,0.283,0.712,59,1,1,130.053,0
0.777,0.739,-5.746,0.168,0.428,0.0,0.103,0.681,62,10,0,134.918,0
0.737,0.564,-8.293,0.316,0.301,0.0,0.0985,0.684,70,7,1,140.075,0
0.866,0.422,-11.239,0.0635,0.261,0.00783,0.112,0.382,56,1,1,132.031,0
0.609,0.464,-8.509,0.212,0.222,0.0,0.104,0.265,21,11,1,129.824,0
0.824,0.427,-8.314,0.182,0.387,0.0,0.0915,0.566,57,9,0,148.008,0
0.869,0.666,-5.098,0.328,0.0387,0.0,0.356,0.388,54,8,1,140.018,0
0.921,0.645,-6.43,0.16,0.305,0.0,0.109,0.528,60,7,0,114.931,0
0.772,0.554,-12.911,0.0332,0.168,0.0557,0.146,0.546,61,1,1,109.982,0
0.905,0.387,-14.539,0.0938,0.414,0.00522,0.115,0.212,60,0,1,116.988,0
0.629,0.667,-6.548,0.311,0.531,0.0,0.102,0.183,60,1,1,129.954,0
0.911,0.562,-6.222,0.168,0.42,3.74e-06,0.343,0.649,66,2,1,138.98,0
0.701,0.465,-11.468,0.509,0.341,0.000167,0.664,0.41,56,10,0,102.02,0
0.812,0.63,-5.789,0.263,0.048,0.0,0.11,0.459,73,4,0,99.739,0
0.659,0.56,-6.821,0.0491,0.347,0.0,0.0975,0.298,58,2,1,163.057,0
0.769,0.596,-5.931,0.111,0.137,0.0,0.127,0.143,69,7,1,146.028,0
0.809,0.653,-6.705,0.29,0.749,0.000253,0.106,0.73,64,6,0,129.798,0
0.897,0.607,-5.554,0.231,0.0385,0.0,0.363,0.165,61,11,1,139.982,0
0.801,0.723,-5.595,0.0456,0.242,0.0,0.106,0.599,68,7,0,123.994,0
0.847,0.763,-1.971,0.0478,0.167,0.0,0.163,0.347,55,10,0,119.957,0
0.783,0.72,-6.17,0.0864,0.14,0.0,0.0881,0.487,57,6,0,119.996,0
0.866,0.719,-4.102,0.176,0.382,0.0,0.236,0.537,46,6,0,128.037,0
0.766,0.691,-5.33,0.157,0.0246,0.0,0.116,0.233,59,0,0,137.957,0
0.802,0.548,-8.798,0.111,0.12,0.000131,0.218,0.24,53,0,1,145.059,0
0.771,0.758,-5.321,0.376,0.111,0.0,0.205,0.662,53,1,1,159.951,0
0.759,0.51,-10.656,0.238,0.146,0.0,0.126,0.496,43,1,0,145.024,0
0.781,0.567,-6.736,0.16,0.666,0.0,0.324,0.331,63,7,0,117.042,0
0.874,0.274,-13.499,0.452,0.209,2.41e-06,0.0993,0.213,49,5,1,147.072,0
0.83,0.633,-5.887,0.0404,0.469,0.000302,0.137,0.37,46,1,1,110.038,0
0.548,0.542,-6.839,0.139,0.274,0.0,0.0967,0.649,72,11,0,174.043,0
0.743,0.695,-5.793,0.101,0.38,0.0,0.105,0.446,57,11,1,133.95,0
0.793,0.699,-3.788,0.0492,0.482,5.28e-05,0.539,0.855,57,8,1,148.03,0
0.715,0.512,-7.728,0.183,0.398,0.0,0.0823,0.384,61,1,1,136.029,0
0.696,0.824,-4.458,0.265,0.565,0.0,0.374,0.686,37,8,1,171.001,0
0.939,0.686,-5.744,0.236,0.702,0.000547,0.114,0.691,69,8,1,96.99,0
0.74,0.698,-3.838,0.0388,0.215,0.0,0.116,0.529,72,6,0,139.99,0
0.845,0.636,-6.772,0.0523,0.391,0.0,0.123,0.862,48,0,0,125.962,0
0.763,0.695,-5.653,0.229,0.363,0.0,0.341,0.373,43,11,0,128.052,0
0.734,0.834,-3.562,0.0676,0.418,0.000606,0.153,0.47,65,5,0,137.959,0
0.584,0.485,-9.608,0.253,0.524,0.0,0.135,0.405,49,1,1,138.767,0
0.888,0.613,-4.969,0.187,0.333,1.07e-06,0.158,0.57,63,8,0,127.062,0
0.739,0.627,-6.063,0.128,0.293,0.0,0.477,0.251,66,9,0,134.045,0
0.748,0.619,-5.235,0.0601,0.493,0.0,0.499,0.402,63,9,0,130.055,0
0.835,0.572,-5.86,0.244,0.149,0.00617,0.156,0.459,51,9,1,145.914,0
0.795,0.751,-3.661,0.0675,0.337,0.0,0.0983,0.537,15,8,1,113.033,0
0.754,0.376,-10.142,0.381,0.285,0.000829,0.162,0.235,45,1,0,81.022,0
0.745,0.711,-5.494,0.0851,0.195,0.0,0.197,0.71,63,6,0,137.002,0
0.76,0.838,-4.347,0.051,0.39,0.0,0.166,0.863,62,6,0,159.938,0
0.86,0.731,-6.541,0.279,0.481,0.0,0.113,0.382,68,9,0,137.001,0
0.659,0.671,-7.572,0.0502,0.0196,0.00839,0.124,0.498,42,9,1,115.0,0
0.612,0.683,-8.512,0.208,0.259,1.03e-05,0.626,0.434,67,10,0,143.094,0
0.743,0.66,-8.344,0.283,0.158,0.0,0.107,0.704,60,7,1,149.945,0
0.837,0.816,-4.378,0.218,0.0796,0.0,0.124,0.425,54,11,1,85.03,0
0.784,0.755,-6.581,0.134,0.528,0.0,0.276,0.645,61,6,0,145.066,0
0.789,0.525,-4.323,0.123,0.126,0.0,0.0958,0.073,66,0,1,137.006,0
0.862,0.744,-3.506,0.158,0.124,0.0,0.0855,0.636,57,10,0,146.044,0
0.715,0.592,-8.399,0.356,0.366,0.0,0.153,0.646,64,10,0,155.986,0
0.709,0.74,-4.64,0.34,0.45,0.0,0.268,0.388,63,11,1,174.11,0
0.485,0.682,-7.314,0.243,0.388,0.0,0.0754,0.406,58,4,0,94.734,0
0.616,0.635,-8.673,0.166,0.188,0.0108,0.282,0.462,59,8,0,149.975,0
0.797,0.455,-9.613,0.226,0.193,0.000224,0.105,0.293,56,8,1,120.054,0
0.935,0.649,-7.696,0.204,0.315,0.0,0.324,0.712,53,1,1,128.04,0
0.766,0.703,-9.979,0.26,0.172,1.57e-06,0.0785,0.767,57,0,1,136.043,0
0.77,0.631,-5.581,0.106,0.016,0.000192,0.0918,0.14,51,10,1,74.976,0
0.85,0.492,-6.767,0.163,0.0394,0.0,0.149,0.233,56,1,1,79.942,0
0.653,0.595,-8.309,0.31,0.228,0.0541,0.432,0.55,58,7,0,174.886,0
0.853,0.721,-5.954,0.266,0.0718,0.0,0.633,0.7,49,9,0,131.121,0
0.676,0.722,-7.643,0.305,0.307,0.0,0.379,0.839,59,10,0,146.957,0
0.842,0.574,-7.231,0.112,0.0744,0.0,0.0817,0.44,55,4,0,139.942,0
0.798,0.591,-9.786,0.135,0.319,5.99e-06,0.078,0.561,57,8,1,99.954,0
0.828,0.559,-10.585,0.241,0.588,0.0,0.126,0.495,53,10,0,116.678,0
0.721,0.651,-7.962,0.41,0.324,0.0,0.259,0.233,65,1,1,148.744,0
0.784,0.785,-5.497,0.0478,0.131,0.0,0.153,0.354,46,0,1,149.935,0
0.933,0.595,-7.618,0.0962,0.188,0.000107,0.219,0.573,55,0,1,125.009,0
0.972,0.57,-9.144,0.372,0.143,0.0,0.0952,0.91,62,3,0,121.922,0
0.759,0.716,-5.097,0.0855,0.575,0.0,0.0968,0.569,50,5,0,120.047,0
0.731,0.413,-15.149,0.482,0.346,1.44e-05,0.0666,0.734,64,1,0,156.11,0
0.791,0.531,-8.105,0.333,0.351,0.0,0.0898,0.237,56,1,1,94.415,0
