bailable,energia,valencia,acustico,instrumental,popularidad,tempo,genero
0.771,0.726,0.627,0.067,0.0,27,110.981,0
0.715,0.88,0.669,0.00373,0.0,67,115.012,0
0.79,0.853,0.713,0.00116,4.23e-05,52,124.998,0
0.805,0.858,0.483,0.145,2.66e-05,54,105.021,0
0.714,0.799,0.615,0.632,0.0,29,123.133,0
0.742,0.732,0.576,0.0552,1.65e-06,26,104.965,0
0.705,0.718,0.562,0.277,0.000466,28,119.988,0
0.792,0.844,0.844,0.202,0.0,38,113.025,0
0.676,0.724,0.59,0.506,0.0,37,105.948,0
0.868,0.728,0.616,0.0439,0.0,65,112.006,0
0.752,0.924,0.786,0.0189,0.0,48,119.996,0
0.72,0.672,0.315,0.0281,2.05e-06,36,97.033,0
0.563,0.979,0.503,0.00911,0.0,45,126.063,0
0.734,0.714,0.744,0.0134,2.76e-05,45,120.006,0
0.722,0.905,0.511,0.0256,0.0,25,109.998,0
0.703,0.686,0.682,0.337,0.0,28,125.977,0
0.772,0.849,0.562,0.18,0.0,26,102.974,0
0.818,0.817,0.81,0.0952,0.0,22,106.94,0
0.917,0.6,0.659,0.296,0.00159,34,120.001,0
0.696,0.889,0.586,0.0187,0.0,26,144.06,0
0.721,0.861,0.64,0.151,0.0,37,132.065,0
0.686,0.629,0.484,0.209,0.0,46,119.952,0
0.664,0.231,0.127,0.866,1.62e-05,29,89.959,0
0.478,0.672,0.72,0.000399,0.0,42,112.988,0
0.721,0.345,0.254,0.0905,0.000313,38,125.958,0
0.654,0.601,0.708,0.029,0.0,29,99.953,0
0.593,0.522,0.123,0.54,0.339,33,131.966,0
0.621,0.606,0.242,0.107,0.0,36,106.905,0
0.568,0.565,0.642,0.154,0.0,29,75.038,0
0.644,0.414,0.651,0.541,0.000133,31,92.049,0
0.452,0.42,0.503,0.0744,0.0,42,92.574,0
0.298,0.571,0.37,0.0858,0.225,43,89.89,0
0.762,0.525,0.632,0.0374,0.000168,39,166.021,0
0.675,0.693,0.374,0.0989,0.0134,28,109.976,0
0.793,0.749,0.164,0.00219,0.845,33,137.019,0
0.511,0.613,0.426,0.112,0.0,23,174.783,0
0.639,0.957,0.692,0.156,0.0,38,135.958,0
0.421,0.706,0.34,0.201,1.71e-05,32,75.646,0
0.691,0.66,0.393,0.000117,0.446,27,120.009,0
0.37,0.196,0.215,0.915,0.000116,13,35.477,0
0.697,0.662,0.326,0.112,0.129,44,92.023,0
0.662,0.697,0.549,0.0722,0.0,34,119.25,0
0.799,0.616,0.356,0.343,4.15e-05,41,95.055,0
0.836,0.47,0.317,0.527,0.000131,34,110.014,0
0.637,0.717,0.394,0.158,5.3e-06,42,74.999,0
0.774,0.828,0.583,0.719,1.65e-06,43,125.299,0
0.613,0.681,0.619,0.0287,0.0,15,97.621,0
0.839,0.848,0.808,0.229,1.28e-05,42,109.985,0
0.314,0.63,0.312,0.471,0.266,75,88.244,0
0.376,0.696,0.303,0.141,0.0,76,169.515,0
0.603,0.67,0.445,0.00408,1.66e-06,74,107.995,0
0.515,0.873,0.434,0.00104,0.0,66,134.042,0
0.557,0.801,0.654,0.0125,1.66e-06,69,92.135,0
0.774,0.747,0.833,0.0241,6.11e-06,45,119.964,0
0.863,0.631,0.817,0.305,3.04e-05,67,128.977,0
0.651,0.925,0.52,0.0232,0.0134,49,127.994,0
0.691,0.939,0.794,0.0202,1.08e-05,17,124.753,0
0.649,0.831,0.363,0.0443,0.383,21,126.982,0
0.619,0.459,0.498,0.56,0.0,90,126.803,0
0.693,0.564,0.574,0.399,0.0,82,185.913,0
0.722,0.757,0.721,0.185,6.32e-06,78,140.094,0
0.736,0.308,0.361,0.946,0.0,86,111.202,0
0.764,0.555,0.255,0.275,0.0,82,111.004,0
0.812,0.519,0.554,0.379,0.0,33,104.954,0
0.585,0.782,0.521,0.269,0.0,21,121.908,0
0.654,0.874,0.542,0.169,1.77e-06,68,119.85,0
0.69,0.757,0.581,0.533,0.0,16,124.273,0
0.675,0.674,0.414,0.00339,8.55e-05,19,125.037,0
0.793,0.488,0.5,0.428,0.0,68,133.957,0
0.66,0.666,0.933,0.0759,0.0,72,89.975,0
0.708,0.647,0.654,0.117,0.0,71,129.95,0
0.642,0.608,0.303,0.12,0.000118,61,97.017,0
0.394,0.821,0.509,0.00302,0.019,66,82.764,0
0.727,0.702,0.525,0.0991,9.42e-06,56,110.005,0
0.602,0.894,0.643,0.00154,0.0,65,125.988,0
0.674,0.87,0.559,0.428,5.08e-06,51,120.027,0
0.616,0.91,0.714,0.0109,0.0,54,150.038,0
0.466,0.759,0.328,0.0521,0.0,63,160.033,0
0.577,0.892,0.454,0.016,6.39e-05,55,118.096,0
0.704,0.56,0.609,0.185,0.0,75,75.003,0
0.469,0.689,0.531,0.00607,0.00119,56,126.505,0
0.614,0.857,0.677,0.0987,0.0,62,164.146,0
0.686,0.783,0.814,0.0764,0.0,74,99.978,0
0.376,0.939,0.689,0.00207,0.0706,34,177.895,0
0.362,0.708,0.513,0.0226,0.0,75,166.31,0
0.572,0.89,0.765,0.00082,0.00937,61,158.038,0
0.46,0.809,0.609,0.0422,5.04e-05,75,157.184,0
0.69,0.676,0.664,0.213,0.0,71,100.023,0
0.6,0.663,0.286,0.225,0.0,80,121.07,0
0.513,0.662,0.261,0.195,0.0,62,134.128,0
0.72,0.791,0.756,0.0384,0.0,77,102.071,0
0.562,0.747,0.703,3.79e-05,0.0,44,137.008,0
0.627,0.592,0.462,0.126,0.0,67,167.882,0
0.555,0.619,0.426,0.203,0.0,67,136.069,0
0.461,0.519,0.158,0.403,0.0,57,136.986,0
0.492,0.267,0.137,0.8,0.0,78,117.679,0
0.565,0.748,0.653,0.425,0.0,44,75.972,0
0.518,0.467,0.386,0.662,0.0,78,132.854,0
0.637,0.804,0.732,0.207,0.0,57,129.261,0
0.727,0.932,0.662,0.098,0.0,66,114.032,0
0.367,0.635,0.451,0.134,0.0,55,180.117,0
0.77,0.636,0.492,0.169,0.0,76,105.93,0
0.767,0.631,0.541,0.0997,0.0,62,100.968,0
0.69,0.29,0.42,0.676,0.0,40,95.976,0
0.69,0.845,0.638,0.0193,0.0,68,114.948,0
0.63,0.53,0.417,0.4,0.0,78,108.038,0
0.665,0.699,0.585,0.423,0.0,79,124.896,0
0.531,0.936,0.812,0.00758,0.0,38,75.008,0
0.815,0.906,0.783,0.0116,2.06e-06,50,125.974,0
0.667,0.619,0.427,0.126,0.0,63,169.865,0
0.66,0.797,0.674,0.00646,0.000108,56,110.955,0
0.703,0.736,0.274,0.186,1.92e-05,65,119.955,0
0.683,0.943,0.776,0.00553,0.0,45,129.015,0
0.588,0.793,0.466,0.0159,0.0,45,97.977,0
0.562,0.768,0.218,0.00361,0.0,64,139.968,0
0.638,0.713,0.703,0.00103,0.000241,56,115.967,0
0.697,0.775,0.827,0.0318,0.0,65,113.886,0
0.688,0.774,0.803,0.361,0.0,52,109.974,0
0.467,0.817,0.647,0.000152,0.000594,41,200.044,0
0.682,0.927,0.744,0.0843,0.0,74,101.019,0
0.611,0.936,0.697,0.0309,0.0,59,144.901,0
0.56,0.826,0.492,0.00272,0.0,47,141.974,0
0.6,0.809,0.61,0.0176,0.0,47,127.981,0
0.712,0.922,0.976,0.00266,1.9e-06,64,125.984,0
0.574,0.41,0.333,0.848,0.0,37,114.952,0
0.321,0.405,0.221,0.88,0.000174,32,97.272,0
0.31,0.167,0.226,0.856,0.0,41,98.343,0
0.698,0.458,0.526,0.183,0.0,37,108.025,0
0.379,0.502,0.759,0.461,0.0,27,203.425,0
0.39,0.424,0.508,0.785,0.0,26,70.114,0
0.27,0.279,0.366,0.953,0.00142,33,87.182,0
0.379,0.00814,0.512,0.962,0.0,37,88.389,0
0.225,0.0917,0.152,0.916,0.000914,37,86.34,0
0.648,0.349,0.121,0.673,0.0,47,84.055,0
0.636,0.839,0.658,0.0847,0.0,43,120.031,0
0.353,0.879,0.516,0.0843,0.0,52,171.762,0
0.351,0.626,0.394,0.0867,0.0,44,129.568,0
0.633,0.941,0.844,0.00623,0.0,38,143.887,0
0.463,0.726,0.473,0.0589,0.0,45,82.006,0
0.483,0.788,0.449,0.157,0.0,35,143.001,0
0.71,0.871,0.647,0.369,3.52e-06,31,100.983,0
0.554,0.35,0.333,0.799,1.39e-06,55,86.331,0
0.598,0.502,0.403,0.862,0.0,70,121.621,0
0.779,0.342,0.482,0.701,2.56e-06,81,104.993,0
0.664,0.607,0.541,0.23,0.0,69,95.958,0
0.692,0.443,0.363,0.214,0.0,41,127.899,0
0.631,0.599,0.727,0.067,0.0,73,170.122,0
0.65,0.594,0.416,0.161,0.0,75,145.944,0
0.653,0.76,0.133,0.00514,3.79e-05,54,119.905,0
0.583,0.7,0.553,0.4,0.0,61,103.072,0
0.753,0.343,0.511,0.799,0.0,54,137.872,0
0.718,0.762,0.368,0.284,1.58e-06,66,132.893,0
0.324,0.416,0.151,0.262,3.69e-05,75,113.986,0
0.753,0.566,0.154,0.193,6.31e-05,69,135.039,0
0.672,0.464,0.271,0.43,0.0,84,92.069,0
0.799,0.538,0.582,0.642,1.23e-06,71,92.452,0
0.592,0.464,0.182,0.473,1.13e-06,68,68.11,0
0.753,0.566,0.591,0.169,0.0,57,113.884,0
0.493,0.154,0.115,0.729,0.0,67,98.38,0
0.684,0.803,0.531,0.276,0.0,70,98.985,0
0.704,0.719,0.33,0.42,0.0,64,103.018,0
0.429,0.553,0.382,0.458,0.0,76,97.954,0
0.528,0.511,0.351,0.126,0.0,85,100.1,0
0.706,0.801,0.63,0.00577,0.0,76,100.013,0
0.669,0.78,0.738,0.0265,1.63e-06,70,139.945,0
0.691,0.964,0.297,0.0021,0.693,23,137.99,0
0.733,0.899,0.76,0.00496,4.72e-05,75,127.086,0
0.684,0.772,0.0418,0.00248,0.00403,48,128.025,0
0.766,0.548,0.552,0.0263,1.81e-06,76,122.012,0
0.538,0.541,0.183,0.39,0.0,67,159.419,0
0.431,0.597,0.617,0.353,0.42,35,136.241,0
0.397,0.975,0.451,0.00152,0.0,65,192.021,0
0.425,0.936,0.417,2.1e-05,0.0,60,158.046,0
0.41,0.959,0.523,4.25e-06,2.03e-06,49,165.038,0
0.38,0.907,0.608,6.09e-05,0.0,45,155.017,0
0.382,0.941,0.466,1.45e-05,0.0,38,178.062,0
0.434,0.956,0.599,6.55e-06,0.0,40,155.103,0
0.371,0.966,0.413,1.01e-05,0.0,42,180.04,0
0.357,0.922,0.205,0.00108,0.00431,38,159.929,0
0.35,0.866,0.588,0.0029,0.000325,38,172.158,0
0.392,0.855,0.456,0.000713,7.4e-06,38,74.995,0
0.528,0.658,0.5,0.0386,0.0,42,120.053,0
0.377,0.866,0.586,0.000701,2.87e-05,37,145.913,0
0.43,0.781,0.486,0.00375,2.08e-06,37,82.962,0
0.517,0.736,0.5,0.000319,3.81e-05,19,139.894,0
0.643,0.492,0.461,0.306,0.000131,22,137.991,0
0.711,0.737,0.921,0.0243,1.09e-06,28,150.028,0
0.432,0.942,0.867,0.000699,0.0,12,146.99,0
0.435,0.422,0.441,0.836,0.0,13,76.096,0
0.616,0.827,0.557,0.0156,0.0,27,130.006,0
0.31,0.7,0.251,0.00763,0.0,31,185.892,0
0.518,0.957,0.608,0.02,0.0,25,158.01,0
0.228,0.753,0.291,0.00149,0.0,44,170.878,0
0.204,0.77,0.326,0.00698,0.0,43,77.096,0
0.432,0.868,0.303,0.000739,0.0,42,110.509,0
0.303,0.591,0.317,0.0127,0.0,38,110.065,0
0.285,0.371,0.372,0.698,0.00392,59,154.989,0
0.512,0.963,0.72,0.000917,0.0,45,135.027,0
0.512,0.953,0.452,0.00185,0.0,44,123.07,0
0.397,0.974,0.357,0.000137,0.0,37,164.759,0
0.423,0.548,0.398,0.426,0.0,50,141.062,0
0.477,0.951,0.754,0.0087,0.0,49,162.956,0
0.444,0.93,0.512,0.0325,6.36e-05,31,90.057,0
0.39,0.917,0.458,0.00146,3.9e-06,29,169.952,0
0.524,0.893,0.721,0.000844,0.0,37,136.992,0
0.606,0.808,0.598,0.00664,0.0,20,119.897,0
0.463,0.901,0.621,0.00779,0.0,38,163.966,0
0.422,0.904,0.32,0.02,4.49e-06,38,163.929,0
0.529,0.899,0.699,0.000374,3.46e-05,32,138.996,0
0.283,0.966,0.639,2.37e-05,0.0,13,171.743,0
0.364,0.961,0.441,1.84e-05,0.0,13,160.179,0
0.485,0.808,0.475,0.000335,0.0,16,136.062,0
0.529,0.955,0.578,5.65e-05,0.0,14,108.855,0
0.646,0.787,0.773,0.258,0.0,42,131.036,0
0.581,0.923,0.887,0.000757,0.0,24,95.616,0
0.557,0.885,0.567,0.00103,0.00149,18,152.089,0
0.522,0.758,0.171,0.00152,1.36e-05,26,145.148,0
0.554,0.954,0.68,0.00147,3.15e-06,16,116.154,0
0.839,0.705,0.575,0.0184,1.77e-05,71,119.954,0
0.874,0.497,0.542,0.22,0.0,74,106.023,0
0.583,0.61,0.336,0.00425,0.000105,70,114.06,0
0.652,0.877,0.486,0.0227,0.0,72,118.491,0
0.613,0.622,0.484,0.00882,0.0,77,80.003,0
0.71,0.925,0.93,0.039,0.0,51,118.024,0
0.856,0.609,0.928,0.00801,8.15e-05,82,114.988,0
0.636,0.741,0.53,0.0132,0.0,62,88.999,0
0.627,0.81,0.409,0.0125,3.09e-05,61,119.98,0
0.746,0.767,0.773,0.0601,1.07e-05,66,94.007,0
0.611,0.52,0.771,0.0132,0.0,77,159.927,0
0.637,0.843,0.434,0.0151,0.0,20,109.012,0
0.689,0.702,0.484,0.216,0.0,76,99.031,0
0.541,0.485,0.369,0.558,0.0,75,136.956,0
0.566,0.664,0.437,0.634,0.0,80,128.945,0
0.378,0.388,0.188,0.472,0.0,79,72.293,0
0.771,0.671,0.714,0.00929,0.0,86,85.026,0
0.587,0.583,0.15,0.248,0.0,71,139.92,0
0.873,0.495,0.546,0.199,0.0,71,106.033,0
0.657,0.768,0.759,0.108,0.0,88,75.025,0
0.653,0.737,0.763,0.0181,0.0,16,99.033,0
0.509,0.495,0.684,0.491,0.0,49,112.893,0
0.603,0.828,0.551,0.0616,3.26e-05,50,77.5,0
0.699,0.529,0.121,0.0317,3.59e-05,74,119.987,0
0.63,0.934,0.905,0.0186,0.0,72,89.992,0
0.658,0.837,0.936,0.0629,0.0,70,126.015,0
0.571,0.932,0.864,0.00448,0.00939,14,150.014,0
0.712,0.835,0.741,0.00623,1.68e-06,64,153.956,0
0.758,0.554,0.783,0.0116,0.0,69,126.986,0
0.558,0.916,0.85,0.0278,0.0,67,142.984,0
0.576,0.86,0.594,0.000875,0.0,59,87.461,0
0.738,0.934,0.547,0.00176,0.0,56,104.97,0
0.414,0.806,0.77,0.00792,9.33e-05,33,96.044,0
0.577,0.906,0.692,0.0304,0.0,58,152.946,0
0.699,0.827,0.819,0.222,0.0,55,109.971,0
0.638,0.884,0.541,0.00918,0.000337,51,130.034,0
0.766,0.576,0.744,0.00404,0.000138,55,122.975,0
0.473,0.933,0.255,0.0344,1.39e-05,51,122.014,0
0.518,0.861,0.457,0.0277,1.42e-06,66,141.986,0
0.676,0.861,0.681,0.0512,0.0,58,124.031,0
0.522,0.682,0.529,0.29,1.23e-05,55,111.902,0
0.64,0.852,0.793,0.0243,1.82e-06,70,122.902,0
0.766,0.739,0.751,0.105,0.0,62,110.018,0
0.771,0.635,0.742,0.0116,1.94e-05,56,124.024,0
0.547,0.948,0.892,0.0302,5.26e-05,52,168.98,0
0.581,0.922,0.596,0.024,0.0,60,118.408,0
0.632,0.638,0.574,0.137,0.0,68,121.868,0
0.906,0.382,0.391,0.18,0.0,78,104.025,0
0.435,0.837,0.778,0.00676,0.0,68,124.913,0
0.504,0.821,0.458,0.275,0.0,66,155.131,0
0.562,0.964,0.41,0.000539,1.57e-06,62,138.063,0
0.55,0.938,0.433,0.00171,2.18e-05,59,133.99,0
0.268,0.742,0.416,0.0518,0.0,75,159.779,0
0.694,0.719,0.972,0.47,0.00121,59,126.212,0
0.668,0.857,0.748,0.0191,6.71e-06,66,131.959,0
0.642,0.873,0.662,0.00394,0.0,68,82.002,0
0.569,0.957,0.702,0.116,0.0,61,154.071,0
0.544,0.873,0.676,0.0415,1.82e-05,61,140.902,0
0.764,0.887,0.721,0.0816,0.000108,68,118.421,0
0.583,0.955,0.661,0.00215,0.0,46,103.06,0
0.749,0.484,0.939,0.13,0.137,66,167.084,0
0.546,0.837,0.402,0.00549,0.0,64,124.007,0
0.653,0.826,0.669,0.0353,0.0,58,122.055,0
0.798,0.733,0.861,0.265,1.25e-06,74,146.046,0
0.555,0.423,0.257,0.799,0.0,62,137.044,0
0.562,0.879,0.602,0.00119,1.81e-05,60,107.026,0
0.529,0.398,0.567,0.643,0.0,55,99.714,0
0.837,0.565,0.73,0.00952,7.75e-05,41,113.021,0
0.638,0.478,0.471,0.555,0.00826,39,156.112,0
0.659,0.712,0.202,0.0729,3.04e-05,61,101.034,0
0.648,0.727,0.689,0.229,0.0,66,160.024,0
0.412,0.696,0.376,0.089,0.0,61,87.622,0
0.723,0.504,0.551,0.388,7.4e-05,78,133.975,0
0.802,0.716,0.597,0.208,5.54e-05,16,114.003,0
0.876,0.578,0.694,0.00744,0.0201,33,119.991,0
0.58,0.803,0.831,0.0251,2.93e-06,12,171.086,0
0.411,0.708,0.604,0.105,0.0,38,140.887,0
0.804,0.549,0.672,0.109,0.000109,28,143.975,0
0.77,0.544,0.504,0.204,0.0129,14,111.97,0
0.806,0.439,0.489,0.0625,0.00767,52,131.056,0
0.606,0.475,0.36,0.327,0.000892,42,87.987,0
0.292,0.351,0.0658,0.408,0.0,59,164.252,0
0.574,0.581,0.368,0.147,0.000169,45,111.901,0
0.594,0.618,0.368,0.645,0.0,24,149.978,0
0.713,0.71,0.672,0.0154,0.0437,31,156.01,0
0.545,0.743,0.312,0.00626,0.000433,34,118.03,0
0.871,0.443,0.779,0.687,0.000765,40,127.974,0
0.794,0.827,0.331,0.0878,0.000215,29,111.972,0
0.758,0.509,0.667,0.277,0.000276,32,141.024,0
0.435,0.427,0.154,0.896,0.00551,51,84.639,0
0.561,0.631,0.223,0.145,0.000666,24,195.952,0
0.598,0.721,0.34,0.7,0.0,55,175.981,0
0.619,0.146,0.288,0.808,0.0,58,139.533,0
0.7,0.827,0.546,0.464,0.000211,31,113.981,0
0.648,0.647,0.895,0.135,0.0,53,88.988,0
0.661,0.772,0.186,0.125,0.00015,61,146.002,0
0.652,0.456,0.735,0.0994,0.000161,23,120.021,0
0.778,0.738,0.626,0.0103,0.0,66,162.132,0
0.731,0.65,0.605,0.107,0.0,82,154.968,0
0.808,0.342,0.486,0.111,1.02e-06,44,91.987,0
0.609,0.842,0.792,0.0645,0.0,45,100.078,0
0.691,0.453,0.465,0.437,1.05e-05,60,126.049,0
0.769,0.554,0.764,0.526,0.00309,57,104.058,0
0.51,0.675,0.439,0.199,0.0,56,180.094,0
0.84,0.459,0.505,0.104,2.6e-05,36,132.983,0
0.732,0.667,0.521,0.032,0.000574,52,114.966,0
0.782,0.478,0.536,0.375,8.05e-05,42,95.073,0
0.737,0.369,0.494,0.494,1.18e-06,34,129.988,0
0.699,0.663,0.379,0.568,3.83e-06,74,94.042,0
0.699,0.672,0.257,0.237,2.51e-05,38,120.001,0
0.715,0.52,0.306,0.207,0.0,47,104.066,0
0.76,0.716,0.58,0.0146,1.37e-05,51,111.004,0
0.55,0.808,0.497,0.213,0.000118,63,137.935,0
0.555,0.834,0.475,0.0898,4.38e-05,38,169.955,0
0.708,0.496,0.412,0.0816,0.000109,73,128.914,0
0.652,0.544,0.252,0.0633,0.409,29,129.932,0
0.636,0.642,0.609,0.00488,1.52e-06,46,125.006,0
0.535,0.562,0.35,0.307,0.000868,29,90.076,0
0.757,0.673,0.482,0.0736,0.0,19,107.178,0
0.679,0.485,0.709,0.0164,0.0,48,92.007,0
0.597,0.319,0.43,0.725,0.0171,32,80.014,0
0.519,0.578,0.683,0.49,6.15e-05,36,115.032,0
0.766,0.522,0.526,0.379,0.0,37,89.98,0
0.336,0.602,0.299,0.0635,0.0,72,161.01,0
0.605,0.902,0.875,0.0185,1.01e-06,63,132.612,0
0.587,0.696,0.701,0.000728,0.0,65,137.087,0
0.622,0.469,0.679,0.00454,2.25e-06,76,77.019,0
0.751,0.834,0.894,0.3,1.77e-05,76,95.053,0
0.696,0.893,0.573,0.0662,0.0,62,97.954,0
0.56,0.825,0.268,0.323,0.0,76,94.931,0
0.564,0.714,0.33,0.0549,0.0,79,175.924,0
0.527,0.834,0.422,0.00107,0.000102,70,110.065,0
0.467,0.919,0.706,0.0149,0.0,59,169.987,0
0.467,0.694,0.308,0.106,1.8e-05,59,88.902,0
0.547,0.723,0.377,0.312,0.0,60,102.003,0
0.531,0.827,0.801,0.0957,1.84e-06,56,183.977,0
0.706,0.915,0.872,0.00742,1.1e-06,55,114.992,0
0.667,0.659,0.575,0.113,0.0,61,89.128,0
0.57,0.747,0.808,0.445,0.0,62,164.004,0
0.762,0.661,0.769,0.15,0.0,77,130.009,0
0.752,0.836,0.519,0.0843,0.000425,61,120.003,0
0.749,0.779,0.739,0.0155,0.0,48,118.936,0
0.526,0.818,0.896,0.0587,0.0,69,171.957,0
0.534,0.731,0.917,0.00464,0.76,44,100.064,0
0.906,0.63,0.342,0.000547,0.616,70,122.458,0
0.644,0.599,0.941,0.0443,0.0,17,111.829,0
0.8,0.964,0.699,0.171,0.0,47,130.083,0
0.761,0.718,0.876,0.00459,5.95e-06,56,120.12,0
0.651,0.946,0.508,0.13,0.0,13,91.911,0
0.827,0.747,0.969,0.00355,0.0253,11,122.984,0
0.755,0.832,0.735,0.0746,1.27e-06,15,120.032,0
0.447,0.694,0.509,0.0293,5.46e-06,72,175.868,0
0.852,0.911,0.847,0.045,0.00383,22,131.028,0
0.87,0.876,0.861,0.145,1.55e-05,54,104.985,0
0.95,0.731,0.574,0.0248,5.26e-05,53,126.998,0
0.762,0.692,0.397,0.113,0.0,69,114.906,0
0.898,0.813,0.771,0.113,0.0,57,126.986,0
0.826,0.663,0.214,0.246,0.000139,42,122.019,0
0.647,0.792,0.351,0.16,0.0,55,122.432,0
0.683,0.789,0.456,0.0864,0.00419,28,124.023,0
0.688,0.595,0.359,0.0107,6.47e-05,23,119.946,0
0.776,0.759,0.52,0.008,0.00234,11,122.003,0
0.671,0.8,0.809,0.0843,0.0,10,127.961,0
0.882,0.887,0.657,0.0112,0.635,52,124.81,0
0.804,0.877,0.635,0.00178,0.141,34,124.992,0
0.688,0.925,0.623,0.1,0.0,24,123.984,0
0.675,0.828,0.669,0.0242,0.0102,67,122.229,0
0.876,0.669,0.682,0.163,0.0,14,124.007,0
0.677,0.89,0.622,0.0123,0.0,57,96.009,0
0.884,0.657,0.489,0.00589,0.0,10,107.059,0
0.562,0.903,0.791,0.000187,0.0939,66,132.009,0
0.821,0.676,0.559,0.187,0.0001,14,119.012,0
0.646,0.891,0.106,0.00445,0.89,39,142.024,0
0.73,0.703,0.595,0.109,0.0,76,138.113,0
0.912,0.716,0.377,0.0904,0.0,69,94.981,0
0.693,0.604,0.651,0.0668,0.0,80,75.014,0
0.683,0.53,0.645,0.207,0.0,74,75.016,0
0.594,0.721,0.253,0.0209,8.55e-06,73,128.942,0
0.748,0.406,0.811,0.685,3.61e-06,58,100.034,0
0.59,0.565,0.0519,0.348,0.0,50,131.76,0
0.874,0.54,0.723,0.217,0.00185,46,156.941,0
0.799,0.794,0.524,0.13,8.23e-05,67,106.031,0
0.569,0.614,0.122,0.0356,0.000175,52,119.764,0
0.58,0.48,0.262,0.223,0.0,49,123.801,0
0.687,0.793,0.622,0.00708,0.0,41,112.057,0
0.652,0.703,0.485,0.0516,0.0,55,134.066,0
0.566,0.769,0.385,0.0183,0.0,75,170.036,0
0.694,0.453,0.24,0.0213,0.0,39,110.909,0
0.848,0.601,0.737,0.107,7.75e-06,36,114.045,0
0.8,0.535,0.451,0.0713,9.48e-06,67,92.027,0
0.831,0.485,0.627,0.391,1.92e-05,39,80.02,0
0.654,0.312,0.304,0.429,8.59e-06,36,119.9,0
0.336,0.231,0.431,0.943,0.0,35,168.724,0
0.747,0.458,0.47,0.451,0.0,76,75.029,0
0.287,0.364,0.11,0.418,1.8e-05,73,103.777,0
0.726,0.554,0.335,0.0421,0.0,84,169.999,0
0.835,0.756,0.809,0.0523,0.028,55,153.988,0
0.721,0.459,0.46,0.248,0.0,70,119.914,0
0.876,0.55,0.702,0.0126,2.84e-05,44,99.046,0
0.604,0.45,0.531,0.651,0.0,36,100.347,0
0.513,0.69,0.777,0.51,0.0,57,96.881,0
0.637,0.849,0.699,0.0793,0.0,53,120.052,0
0.534,0.797,0.72,0.00216,0.0,52,179.981,0
0.706,0.728,0.851,0.123,0.0,69,121.017,0
0.536,0.768,0.545,0.00433,0.0,73,77.217,0
0.584,0.641,0.353,0.00435,1.22e-06,57,88.033,0
0.713,0.707,0.638,0.00219,0.0128,40,124.984,0
0.631,0.85,0.612,0.0206,0.0,38,127.983,0
0.555,0.8,0.801,0.0353,0.0,55,174.007,0
0.59,0.903,0.542,0.0232,0.0,61,107.023,0
0.691,0.877,0.968,0.0393,0.0,59,161.935,0
0.819,0.683,0.671,0.00291,0.122,47,112.007,0
0.812,0.67,0.439,0.0218,0.0,61,137.038,0
0.601,0.759,0.475,0.358,0.0,52,102.006,0
0.426,0.953,0.678,0.155,0.0,51,169.93,0
0.585,0.911,0.781,0.0263,0.0,64,163.933,0
0.735,0.874,0.715,0.229,0.0,55,126.053,0
0.588,0.698,0.631,0.195,0.0,53,125.004,0
0.369,0.96,0.539,0.0663,0.0424,39,169.991,0
0.61,0.944,0.916,0.00533,0.0,50,150.056,0
0.724,0.782,0.797,0.0368,0.0,50,128.01,0
0.513,0.496,0.676,0.46,0.0,67,113.072,0
0.798,0.904,0.966,0.0747,6.62e-06,58,135.008,0
0.804,0.88,0.682,0.00317,0.0,60,104.111,0
0.615,0.898,0.485,0.0971,0.0,34,140.117,0
0.482,0.945,0.626,0.00436,1.41e-06,52,160.792,0
0.827,0.761,0.703,0.233,0.0,58,131.996,0
0.356,0.611,0.393,0.0892,0.0,53,129.385,0
0.692,0.797,0.763,0.0863,0.0,54,125.023,0
0.658,0.733,0.198,0.327,0.0,58,103.969,0
0.833,0.805,0.5,0.0523,8e-05,30,114.996,0
0.588,0.853,0.598,0.000778,0.0,21,125.007,0
0.757,0.871,0.394,0.000753,0.00649,53,124.05,0
0.822,0.786,0.58,0.000757,0.0,43,114.95,0
0.855,0.891,0.951,0.0148,0.102,32,105.007,0
0.692,0.662,0.854,0.355,0.0,27,119.913,0
0.613,0.889,0.335,0.0192,0.0,39,131.936,0
0.8,0.882,0.964,0.0216,0.503,59,129.94,0
0.599,0.888,0.833,0.0273,0.0,57,121.05,0
0.762,0.863,0.965,0.015,0.0,59,106.008,0
0.867,0.857,0.402,0.13,0.00171,68,130.048,0
0.601,0.642,0.302,0.0176,1.15e-06,38,125.999,0
0.628,0.676,0.75,0.00957,2.65e-05,74,85.984,0
0.608,0.269,0.389,0.983,1.96e-06,66,126.372,0
0.447,0.546,0.368,0.168,0.0,55,172.32,0
0.512,0.754,0.336,0.135,0.0,77,147.89,0
0.632,0.784,0.278,0.000157,3.6e-05,53,100.019,0
0.817,0.733,0.833,0.0152,4.31e-05,63,127.056,0
0.781,0.738,0.968,0.141,0.00243,50,130.008,0
0.421,0.873,0.63,0.0653,0.0,78,84.803,0
0.822,0.865,0.169,0.00889,1.27e-06,60,128.017,0
0.732,0.945,0.636,0.0351,0.0,54,127.949,0
0.719,0.753,0.577,0.175,2.47e-06,34,98.016,0
0.743,0.72,0.519,0.192,0.000386,66,163.99,0
0.722,0.63,0.519,0.0485,0.000294,60,150.023,0
