bailable,energia,valencia,acustico,instrumental,popularidad,tempo,genero
0.398,0.471,0.431,0.191,0.0,46,187.746,4
0.506,0.441,0.507,0.542,0.000537,56,198.814,4
0.501,0.58,0.587,0.251,3.17e-05,16,82.734,4
0.606,0.282,0.563,0.501,8.3e-06,69,67.409,4
0.531,0.452,0.49,0.447,2.24e-05,34,82.158,4
0.594,0.276,0.602,0.309,0.0,47,106.37,4
0.474,0.526,0.597,0.00412,1.95e-05,31,172.084,4
0.373,0.0474,0.154,0.961,0.0,46,74.868,4
0.422,0.171,0.363,0.169,1.68e-05,47,187.002,4
0.677,0.926,0.108,0.00298,0.507,43,128.014,5
0.597,0.96,0.144,9.38e-05,0.89,46,127.016,5
0.836,0.926,0.148,0.000389,0.32,50,127.977,5
0.843,0.844,0.727,0.000609,0.166,33,127.98,5
0.662,0.665,0.332,0.000519,0.0515,36,127.936,5
0.534,0.957,0.52,8.05e-05,0.758,51,95.046,5
0.674,0.881,0.0475,0.00792,0.576,38,104.962,5
0.941,0.944,0.573,0.00419,0.0215,30,124.042,5
0.516,0.958,0.538,0.00323,8.65e-05,53,126.039,5
0.658,0.97,0.192,0.000374,0.56,37,128.039,5
0.569,0.974,0.0683,0.00575,0.962,30,130.039,5
0.558,0.755,0.287,0.0755,0.00432,42,127.939,5
0.595,0.502,0.288,0.347,0.0,38,154.926,5
0.765,0.782,0.733,0.0125,0.857,32,125.032,5
0.74,0.641,0.601,0.0117,0.405,36,128.026,5
0.852,0.463,0.479,0.00388,0.764,28,126.992,5
0.609,0.824,0.36,0.0913,2.88e-05,64,127.072,5
0.81,0.634,0.505,0.00924,0.848,25,120.002,5
0.706,0.855,0.293,0.0911,0.0,75,107.184,5
0.641,0.734,0.157,0.00222,0.248,23,150.024,5
0.679,0.969,0.212,0.012,0.72,52,130.017,5
0.81,0.983,0.158,0.00035,0.903,24,129.008,5
0.774,0.521,0.537,0.145,0.382,21,122.991,5
0.646,0.98,0.406,0.00087,0.644,24,130.009,5
0.736,0.677,0.0747,0.00114,0.844,69,121.01,5
0.71,0.751,0.311,0.000119,0.892,25,128.016,5
0.717,0.752,0.14,0.251,0.000468,66,123.97,5
0.617,0.986,0.602,0.0048,0.000831,49,150.04,5
0.545,0.814,0.696,0.028,0.0,62,104.93,5
0.786,0.696,0.306,0.0234,0.0019,72,121.974,5
0.698,0.895,0.654,0.152,0.569,42,180.027,5
0.699,0.861,0.315,0.0589,2.64e-06,58,125.942,5
0.745,0.938,0.686,0.00186,0.946,24,128.034,5
0.319,0.902,0.225,0.0486,0.0,48,152.019,5
0.578,0.962,0.0335,0.00629,0.0403,51,150.059,5
0.738,0.974,0.265,0.000238,0.667,25,128.044,5
0.631,0.879,0.157,6.89e-05,0.887,30,108.956,5
0.69,0.668,0.43,0.00363,0.33,26,110.972,5
0.587,0.787,0.266,0.00046,0.789,25,128.013,5
0.639,0.911,0.366,0.041,0.0103,25,114.971,5
0.883,0.725,0.584,0.106,0.311,27,127.98,5
0.777,0.69,0.465,0.0252,0.00188,32,119.944,5
0.457,0.892,0.217,0.00271,0.852,26,180.068,5
0.818,0.879,0.256,0.0912,0.00561,51,123.98,5
0.608,0.918,0.422,0.199,0.0,59,126.022,5
0.661,0.979,0.683,0.00665,0.234,61,125.981,5
0.511,0.795,0.415,0.0461,0.0,50,129.855,5
0.498,0.916,0.302,0.0054,8.07e-05,43,127.786,5
0.598,0.858,0.293,0.0562,0.0264,48,128.011,5
0.618,0.905,0.287,0.242,0.0196,45,126.052,5
0.572,0.811,0.332,0.00887,5.65e-06,67,125.946,5
0.724,0.813,0.51,0.0327,0.0104,41,125.997,5
0.617,0.694,0.426,0.278,3.51e-05,53,127.968,5
0.483,0.738,0.291,0.0261,0.0,43,126.091,5
0.615,0.935,0.507,0.0256,0.00273,56,125.993,5
0.641,0.925,0.617,0.0474,2.99e-05,36,121.963,5
0.741,0.733,0.549,0.143,0.0,66,125.962,5
0.616,0.963,0.387,0.198,0.00231,21,125.987,5
0.355,0.789,0.169,0.0148,0.0,55,80.444,5
0.722,0.96,0.56,0.0692,0.000959,57,123.05,5
0.57,0.898,0.176,0.00906,0.000131,55,125.983,5
0.674,0.927,0.403,0.122,1.63e-06,29,123.987,5
0.632,0.816,0.134,0.00205,0.106,58,127.95,5
0.599,0.873,0.223,0.00821,0.0041,46,126.0,5
0.506,0.923,0.335,0.0568,0.0159,57,127.681,5
0.639,0.591,0.305,0.128,6.69e-06,53,128.002,5
0.644,0.907,0.349,0.0032,0.0,58,126.003,5
0.591,0.825,0.579,0.0922,0.0,44,126.064,5
0.574,0.605,0.242,0.0963,0.0,41,127.952,5
0.71,0.931,0.192,0.00321,0.000195,45,126.176,5
0.607,0.859,0.268,0.104,0.427,46,128.013,5
0.742,0.898,0.28,5.35e-05,0.56,35,124.009,5
0.517,0.829,0.483,0.0196,0.0,50,127.07,5
0.65,0.658,0.472,0.108,0.000312,39,128.036,5
0.448,0.917,0.243,0.00172,1.13e-05,50,127.976,5
0.511,0.716,0.226,0.059,0.0,45,124.947,5
0.745,0.929,0.302,0.118,0.000496,57,125.036,5
0.817,0.987,0.643,0.0038,0.0432,57,128.002,5
0.466,0.612,0.236,0.0655,4.07e-06,72,128.114,5
0.658,0.934,0.209,0.0123,0.000231,41,127.957,5
0.634,0.953,0.587,0.195,8.08e-05,55,130.016,5
0.681,0.969,0.184,0.00451,0.221,57,124.936,5
0.743,0.943,0.177,0.0254,0.0703,57,127.978,5
0.725,0.817,0.652,0.00729,0.0337,46,128.014,5
0.674,0.977,0.731,0.00705,0.794,50,169.92,5
0.75,0.889,0.386,0.0658,0.0168,42,125.053,5
0.664,0.953,0.21,0.00961,0.00665,62,125.679,5
0.68,0.742,0.107,0.000175,0.474,53,121.616,5
0.674,0.907,0.169,0.000587,0.284,48,126.012,5
0.69,0.854,0.618,0.0114,0.793,36,150.014,5
0.662,0.941,0.579,0.000375,0.029,58,149.982,5
0.689,0.924,0.686,0.0121,5.95e-05,50,129.987,5
0.659,0.951,0.543,0.00383,0.017,51,126.097,5
0.54,0.923,0.134,0.0013,0.783,47,124.993,5
0.843,0.858,0.846,0.0192,0.551,35,124.046,5
0.607,0.957,0.333,2.32e-05,0.142,47,150.026,5
0.759,0.83,0.35,0.0125,0.162,57,128.04,5
0.598,0.768,0.176,0.000603,0.825,34,99.162,5
0.705,0.925,0.103,0.00451,0.535,46,125.961,5
0.641,0.922,0.177,0.0331,0.0857,34,150.016,5
0.823,0.752,0.606,0.0119,0.444,51,126.005,5
0.501,0.913,0.366,1.78e-05,0.324,49,75.026,5
0.627,0.723,0.231,0.00052,0.712,49,99.937,5
0.77,0.956,0.682,0.000177,0.739,43,124.978,5
0.737,0.905,0.337,0.00873,0.237,56,104.98,5
0.815,0.955,0.0977,0.0592,0.685,47,128.027,5
0.73,0.977,0.35,0.0908,0.028,35,135.068,5
0.762,0.846,0.165,0.0445,0.127,38,124.035,5
0.808,0.94,0.364,0.00159,0.6,55,125.04,5
0.861,0.83,0.805,0.003,0.0467,38,122.015,5
0.733,0.981,0.468,0.011,0.941,34,127.987,5
0.499,0.899,0.188,0.182,2.15e-06,50,154.849,5
0.653,0.966,0.504,0.00355,0.692,35,128.987,5
0.781,0.931,0.49,0.00291,0.000887,57,124.96,5
0.546,0.976,0.142,0.00231,0.628,54,139.98,5
0.755,0.83,0.74,0.104,0.66,46,128.052,5
0.846,0.982,0.884,0.105,0.858,34,130.014,5
0.699,0.969,0.609,0.000161,0.475,34,130.015,5
0.822,0.762,0.767,0.00103,0.039,40,125.0,5
0.784,0.913,0.59,0.0114,0.00162,57,126.054,5
0.626,0.769,0.118,0.00142,0.0108,37,125.996,5
0.637,0.904,0.397,0.00162,0.787,35,128.011,5
0.664,0.774,0.125,0.0039,0.449,51,108.023,5
0.922,0.919,0.76,0.00692,0.0232,46,130.001,5
0.853,0.982,0.177,0.00232,0.19,39,126.011,5
0.564,0.853,0.456,0.0044,0.651,43,109.98,5
0.571,0.94,0.555,0.0114,0.0128,63,149.959,5
0.725,0.964,0.394,0.00257,0.848,35,124.024,5
0.573,0.991,0.438,2.31e-05,0.65,37,127.992,5
0.804,0.913,0.652,0.00282,0.151,39,124.002,5
0.774,0.9,0.636,0.0306,0.00105,40,128.01,5
0.845,0.881,0.415,0.0236,0.00507,41,128.164,5
0.713,0.927,0.687,0.00376,0.00351,39,127.03,5
0.801,0.846,0.202,0.00215,0.795,32,125.016,5
0.781,0.774,0.464,0.00145,0.905,30,125.012,5
0.719,0.929,0.445,0.00389,0.341,51,126.062,5
0.897,0.784,0.557,0.0259,0.436,28,125.963,5
0.75,0.898,0.85,0.000861,0.629,39,127.963,5
0.823,0.728,0.573,0.0734,0.00287,31,129.978,5
0.48,0.798,0.0667,0.0157,0.876,37,80.122,5
0.824,0.943,0.421,0.000224,0.57,14,126.055,5
0.758,0.947,0.427,0.0171,0.562,28,126.013,5
0.572,0.916,0.4,0.000588,0.00772,36,150.04,5
0.637,0.992,0.317,0.00368,0.257,33,125.959,5
0.876,0.847,0.482,0.21,0.863,33,125.008,5
0.853,0.969,0.181,0.00197,0.863,37,124.975,5
0.663,0.727,0.34,0.00379,0.0113,36,126.173,5
0.74,0.934,0.617,0.00207,0.0964,52,128.096,5
0.693,0.83,0.267,0.000463,0.477,31,123.96,5
0.619,0.963,0.202,0.0644,0.549,31,134.95,5
0.802,0.948,0.564,0.00263,0.224,30,124.004,5
0.901,0.964,0.694,0.00381,0.15,28,125.005,5
0.725,0.915,0.0593,0.000485,0.763,36,127.982,5
0.59,0.97,0.119,0.071,0.00442,48,82.529,5
0.713,0.647,0.188,0.0449,0.747,30,125.004,5
0.676,0.955,0.696,0.00164,0.387,53,145.018,5
0.716,0.825,0.149,0.00178,0.0407,40,124.956,5
0.646,0.99,0.382,0.000549,0.844,32,128.064,5
0.694,0.972,0.248,0.00166,0.878,50,128.046,5
0.659,0.557,0.168,0.0469,0.486,52,124.03,5
0.753,0.497,0.108,0.172,0.862,38,124.986,5
0.776,0.637,0.115,0.0481,0.496,34,116.004,5
0.67,0.521,0.716,0.64,0.0112,36,115.963,5
0.75,0.561,0.698,0.899,0.264,20,85.039,5
0.307,0.671,0.248,0.728,0.94,11,199.833,5
0.687,0.665,0.103,0.00797,0.936,42,109.995,5
0.625,0.663,0.192,0.66,0.703,36,119.999,5
0.626,0.482,0.182,0.715,0.826,55,147.986,5
0.79,0.549,0.592,0.784,0.492,33,126.056,5
0.684,0.609,0.204,0.853,0.902,38,117.973,5
0.594,0.761,0.154,0.00622,0.243,18,105.03,5
0.646,0.631,0.167,0.00462,0.288,65,109.02,5
0.707,0.863,0.735,0.000576,0.893,64,108.022,5
0.674,0.655,0.34,0.818,0.472,43,115.041,5
0.689,0.514,0.0963,0.512,0.449,65,121.985,5
0.658,0.486,0.524,0.53,0.0312,48,98.115,5
0.621,0.472,0.267,0.615,0.136,30,120.003,5
0.656,0.565,0.21,0.481,0.951,64,122.934,5
0.62,0.51,0.239,0.637,0.179,53,90.064,5
0.72,0.644,0.106,0.799,0.323,36,109.997,5
0.595,0.842,0.186,0.0692,0.598,35,100.007,5
0.39,0.464,0.102,0.621,0.612,46,110.618,5
0.667,0.48,0.127,0.516,0.912,51,108.991,5
0.48,0.66,0.122,0.266,0.00565,22,106.644,5
0.641,0.563,0.171,0.296,0.924,58,122.001,5
0.738,0.72,0.525,0.451,0.623,54,125.488,5
0.579,0.682,0.137,0.266,0.734,52,96.978,5
0.74,0.396,0.373,0.116,1.14e-05,45,104.967,5
0.646,0.83,0.137,0.21,0.836,49,124.009,5
0.631,0.577,0.301,0.316,0.00128,52,122.051,5
0.7,0.316,0.411,0.843,0.248,36,149.969,5
0.611,0.742,0.343,0.00768,0.831,50,103.039,5
0.653,0.664,0.555,0.393,0.551,34,120.1,5
0.675,0.683,0.216,0.448,0.734,51,100.026,5
0.738,0.515,0.113,0.221,0.883,49,84.988,5
0.718,0.573,0.221,0.724,0.627,28,119.997,5
0.814,0.793,0.0649,0.391,0.811,33,110.014,5
0.577,0.587,0.33,0.517,0.0196,58,95.967,5
0.537,0.501,0.412,0.148,3.68e-06,37,83.796,5
0.663,0.658,0.0532,0.295,0.867,67,117.986,5
0.631,0.661,0.0393,0.666,0.801,23,170.012,5
0.73,0.412,0.232,0.578,0.475,30,114.989,5
0.708,0.745,0.0369,0.617,0.371,51,110.981,5
0.678,0.516,0.0364,0.745,0.752,31,114.989,5
0.836,0.768,0.203,0.422,0.916,43,120.014,5
0.533,0.279,0.555,0.86,0.186,41,86.959,5
0.787,0.599,0.536,0.449,0.0217,32,95.022,5
0.642,0.249,0.176,0.784,0.841,36,120.184,5
0.511,0.568,0.0377,0.779,0.78,33,106.977,5
0.882,0.391,0.26,0.613,0.131,61,120.002,5
0.793,0.51,0.433,0.131,0.861,39,120.003,5
0.489,0.818,0.174,0.88,0.011,32,93.526,5
0.675,0.605,0.21,0.366,0.000119,51,97.025,5
0.805,0.687,0.859,0.000444,0.874,40,121.287,5
0.718,0.717,0.216,0.187,0.854,21,122.983,5
0.766,0.446,0.742,0.396,0.000204,42,96.99,5
0.718,0.489,0.0936,0.568,0.804,44,120.017,5
0.688,0.367,0.035,0.839,0.864,33,116.019,5
0.855,0.453,0.354,0.441,0.737,31,105.044,5
0.71,0.828,0.569,0.227,0.116,53,118.007,5
0.734,0.639,0.0937,0.139,0.844,40,105.041,5
0.602,0.91,0.476,0.000504,0.166,55,121.025,5
0.803,0.488,0.131,0.827,0.256,23,114.994,5
0.668,0.898,0.425,0.482,0.737,44,112.993,5
0.761,0.549,0.667,0.861,0.149,40,133.995,5
0.705,0.493,0.348,0.0157,0.556,46,219.991,5
0.34,0.683,0.169,0.848,0.932,42,124.993,5
0.574,0.519,0.26,0.718,0.471,27,120.031,5
0.655,0.751,0.525,0.18,3.2e-05,35,121.984,5
0.661,0.409,0.266,0.899,0.821,33,114.049,5
0.546,0.657,0.0935,0.132,0.671,39,87.996,5
0.69,0.561,0.361,0.171,0.0497,27,115.038,5
0.773,0.763,0.68,0.174,0.77,39,113.969,5
0.648,0.688,0.121,0.052,0.87,31,114.995,5
0.552,0.93,0.625,0.000579,0.81,54,114.981,5
0.789,0.806,0.759,0.534,0.000118,35,105.007,5
0.625,0.597,0.0402,0.5,0.00208,29,95.05,5
0.853,0.406,0.0825,0.587,0.855,62,122.009,5
0.81,0.765,0.0394,0.332,0.0,47,121.985,5
0.777,0.577,0.392,0.137,0.888,37,95.018,5
0.756,0.633,0.415,0.201,0.165,49,118.99,5
0.603,0.632,0.27,0.46,0.000218,52,110.998,5
0.66,0.58,0.352,0.218,0.345,41,103.001,5
0.363,0.557,0.106,0.945,0.459,38,95.731,5
0.755,0.758,0.389,0.0052,0.0144,38,100.036,5
0.76,0.336,0.51,0.806,0.504,51,119.985,5
0.778,0.504,0.134,0.128,0.902,47,122.957,5
0.813,0.579,0.521,0.0149,0.679,45,126.028,5
0.879,0.878,0.619,0.00026,0.265,44,125.022,5
0.744,0.651,0.19,0.0309,0.494,41,138.004,5
0.856,0.465,0.32,0.00392,0.897,33,122.021,5
0.741,0.461,0.174,0.0344,0.503,52,107.984,5
0.609,0.917,0.252,0.0289,0.667,37,122.992,5
0.798,0.536,0.584,0.00372,0.793,34,125.989,5
0.81,0.764,0.668,0.0785,0.874,28,123.983,5
0.706,0.866,0.0382,0.00364,0.886,36,124.991,5
0.563,0.772,0.0609,0.00195,0.000601,43,118.021,5
0.803,0.613,0.164,0.0491,0.0,41,122.024,5
0.725,0.669,0.189,0.0628,0.887,37,121.995,5
0.68,0.765,0.201,0.00191,0.88,39,125.003,5
0.696,0.896,0.182,0.00968,0.000546,41,125.016,5
0.782,0.439,0.429,0.0208,0.0143,28,123.969,5
0.745,0.867,0.376,0.0052,0.529,41,124.004,5
0.628,0.944,0.0364,0.01,0.842,41,126.013,5
0.7,0.974,0.626,0.0487,0.0308,37,128.021,5
0.82,0.565,0.702,0.0194,0.827,31,123.013,5
0.813,0.645,0.141,3.31e-05,0.87,37,122.006,5
0.689,0.893,0.632,0.0663,1.44e-05,40,119.942,5
0.721,0.716,0.562,0.0377,1.37e-05,42,123.957,5
0.685,0.809,0.257,0.000951,0.81,29,122.991,5
0.872,0.663,0.304,0.00389,0.0725,58,126.019,5
0.826,0.314,0.394,0.528,0.654,19,117.989,5
0.654,0.644,0.328,0.0169,0.00157,28,123.884,5
0.549,0.809,0.526,0.0608,0.876,30,124.991,5
0.831,0.993,0.747,0.00138,0.895,29,124.012,5
0.631,0.941,0.438,0.0062,0.0292,49,127.882,5
0.586,0.84,0.782,0.201,0.00056,38,102.031,5
0.688,0.404,0.0374,0.287,0.933,32,126.999,5
0.721,0.712,0.606,0.0558,0.0,39,108.08,5
0.79,0.961,0.389,0.167,0.0154,28,125.035,5
0.808,0.723,0.535,0.128,0.0801,54,123.047,5
0.723,0.589,0.108,0.233,0.93,29,124.987,5
0.649,0.879,0.598,0.00938,0.000111,44,123.991,5
0.376,0.643,0.416,0.00746,0.00437,41,157.679,5
0.678,0.874,0.354,0.001,0.222,44,125.021,5
0.679,0.902,0.347,0.0141,0.0828,31,124.016,5
0.808,0.764,0.533,0.00188,0.214,25,125.005,5
0.746,0.828,0.442,0.000983,0.888,36,127.026,5
0.748,0.827,0.47,0.0709,5.79e-05,42,123.931,5
0.372,0.924,0.432,0.000716,0.4,29,186.149,5
0.628,0.841,0.78,0.0651,0.581,29,128.011,5
0.811,0.605,0.661,0.128,0.00529,27,123.018,5
0.839,0.603,0.515,0.0111,1.86e-06,24,115.992,5
0.657,0.62,0.12,0.00266,0.776,26,124.012,5
0.853,0.826,0.667,0.0048,0.0434,27,127.007,5
0.84,0.837,0.466,0.00693,0.0792,33,123.982,5
0.739,0.816,0.598,0.00274,0.00999,15,121.001,5
0.803,0.801,0.353,0.000351,0.748,15,124.003,5
0.8,0.832,0.521,2.51e-06,0.697,44,128.009,5
0.571,0.808,0.525,0.175,0.487,18,125.002,5
0.65,0.838,0.19,0.0359,0.717,28,118.016,5
0.655,0.86,0.65,0.0415,0.299,17,128.018,5
0.727,0.819,0.258,0.000583,0.284,33,124.021,5
0.814,0.958,0.494,0.00016,0.901,25,122.013,5
0.808,0.503,0.165,0.0173,0.919,32,124.0,5
0.716,0.889,0.435,0.00535,0.00113,43,125.996,5
0.837,0.726,0.532,0.00064,0.685,33,124.013,5
0.653,0.655,0.231,0.28,5.63e-05,29,123.93,5
0.726,0.767,0.344,0.00049,0.589,28,124.007,5
0.606,0.462,0.0604,0.0267,0.902,28,119.994,5
0.623,0.929,0.704,0.00418,0.00478,31,125.023,5
0.684,0.85,0.0597,0.0012,0.791,30,125.999,5
0.93,0.483,0.57,0.0289,0.00244,65,120.022,5
0.616,0.692,0.282,0.409,0.0264,27,123.012,5
0.826,0.715,0.478,0.00327,0.523,35,123.987,5
0.705,0.462,0.591,0.00472,0.721,24,123.012,5
0.613,0.658,0.152,0.118,4.99e-05,20,160.086,5
0.7,0.823,0.544,0.011,3.45e-06,40,125.969,5
0.795,0.611,0.389,0.0118,0.884,30,130.045,5
0.596,0.815,0.0476,0.00424,0.895,27,119.991,5
0.797,0.832,0.339,0.00576,0.919,51,123.001,5
0.703,0.97,0.745,0.000429,0.44,41,125.003,5
0.578,0.788,0.0786,0.032,0.931,24,124.005,5
0.735,0.668,0.479,0.0176,0.831,27,179.988,5
0.45,0.951,0.356,0.00845,0.311,39,136.052,5
0.736,0.578,0.428,0.00309,0.282,27,123.009,5
0.643,0.97,0.594,0.0136,0.0409,30,128.008,5
0.701,0.719,0.159,0.0983,0.781,27,107.997,5
0.641,0.584,0.0358,0.0293,0.141,24,121.008,5
0.765,0.987,0.604,0.0426,0.00608,26,123.994,5
0.602,0.959,0.239,0.0153,0.799,34,127.995,5
0.749,0.838,0.0823,0.0603,0.908,32,130.006,5
0.7,0.882,0.243,0.0206,0.862,30,129.995,5
0.856,0.625,0.42,0.0167,0.00704,25,119.97,5
0.467,0.559,0.0569,0.37,0.0311,29,179.999,5
0.586,0.899,0.18,0.000498,0.0335,39,125.976,5
0.694,0.667,0.668,0.00306,0.382,30,125.016,5
0.902,0.697,0.683,0.141,0.000158,16,122.026,5
0.794,0.681,0.269,0.031,0.801,25,122.998,5
0.635,0.743,0.305,0.00813,0.869,32,95.082,5
0.665,0.634,0.151,0.0149,0.0,32,125.055,5
0.599,0.757,0.756,0.34,0.0,21,104.978,5
0.628,0.833,0.945,0.0128,0.171,24,128.036,5
0.615,0.726,0.53,0.456,3.11e-05,24,123.998,5
0.531,0.723,0.335,0.336,0.0,32,144.976,5
0.825,0.862,0.554,0.458,0.868,31,130.008,5
0.74,0.929,0.686,0.00726,0.851,28,125.006,5
0.425,0.88,0.063,0.00579,0.926,39,179.658,5
0.708,0.662,0.281,0.0194,0.00132,41,115.999,5
0.506,0.735,0.32,0.23,0.0,40,131.333,5
0.81,0.826,0.731,0.0211,0.755,30,119.998,5
0.428,0.621,0.271,0.014,0.0,42,90.025,5
0.482,0.463,0.348,0.814,0.872,33,171.977,5
0.678,0.609,0.247,0.071,0.0973,43,98.026,5
0.766,0.64,0.152,0.000404,0.872,22,127.97,5
0.733,0.837,0.911,0.248,0.000555,42,121.093,5
0.867,0.823,0.481,0.185,0.127,36,115.019,5
0.88,0.915,0.736,0.205,0.518,30,123.03,5
0.876,0.915,0.703,0.92,0.454,35,130.005,5
0.666,0.842,0.769,0.0775,0.0026,38,119.966,5
0.952,0.917,0.965,0.00449,0.297,34,127.968,5
0.713,0.858,0.883,0.0411,4.22e-06,42,134.03,5
0.888,0.904,0.87,0.249,0.0131,49,124.006,5
0.834,0.731,0.828,0.115,0.000268,37,121.93,5
0.716,0.691,0.836,0.228,0.394,24,180.035,5
0.889,0.841,0.925,0.424,0.0,42,119.961,5
0.874,0.72,0.603,0.0245,0.0187,33,123.997,5
0.972,0.825,0.747,0.446,7.65e-05,32,115.957,5
0.739,0.882,0.636,0.013,0.188,17,124.119,5
0.88,0.806,0.894,0.0338,0.297,32,124.988,5
0.83,0.958,0.654,0.199,2.48e-05,31,120.014,5
0.834,0.787,0.414,0.667,0.000197,23,128.014,5
0.871,0.716,0.905,0.142,3.4e-05,33,121.011,5
0.733,0.903,0.819,0.0375,0.304,23,122.035,5
0.808,0.657,0.41,0.0257,0.644,25,120.966,5
0.86,0.615,0.435,0.316,0.237,49,121.986,5
0.827,0.885,0.757,0.153,0.0222,35,122.015,5
0.649,0.939,0.346,0.156,0.00266,30,127.933,5
0.52,0.907,0.457,0.18,0.000512,21,206.059,5
0.694,0.859,0.719,0.00733,3.59e-05,29,144.003,5
0.857,0.579,0.709,0.413,0.236,35,112.994,5
0.981,0.794,0.808,0.125,0.496,27,124.96,5
0.924,0.8,0.294,0.11,0.71,21,127.993,5
0.79,0.912,0.728,0.103,0.194,26,124.095,5
0.695,0.875,0.655,0.111,0.0,20,104.058,5
0.893,0.748,0.897,0.311,2.59e-05,37,118.042,5
0.939,0.72,0.509,0.00188,0.827,36,123.992,5
0.874,0.647,0.713,0.00118,0.63,20,124.026,5
0.801,0.597,0.72,0.0746,0.38,54,120.012,5
0.795,0.767,0.726,0.00678,0.0,42,125.012,5
0.964,0.522,0.709,0.0249,0.175,40,126.024,5
0.767,0.879,0.817,0.321,0.0289,29,118.013,5
0.766,0.982,0.825,0.0419,0.64,28,122.023,5
0.813,0.727,0.607,0.229,0.4,43,110.985,5
0.939,0.692,0.416,0.00451,0.804,44,126.06,5
0.717,0.818,0.926,0.231,0.0374,31,119.048,5
0.666,0.918,0.597,0.0281,0.218,44,122.99,5
0.742,0.935,0.588,0.00734,2.1e-06,51,125.034,5
0.742,0.858,0.732,0.01,2.32e-05,44,104.995,5
0.877,0.776,0.958,0.162,0.00398,38,124.011,5
0.888,0.753,0.544,5.49e-05,0.806,48,125.001,5
0.842,0.871,0.949,0.0587,0.000132,22,119.97,5
0.824,0.701,0.836,0.0436,0.382,26,123.051,5
0.705,0.885,0.675,0.167,0.0246,30,97.999,5
0.869,0.745,0.842,0.0944,0.125,46,124.009,5
0.708,0.881,0.527,0.607,0.000364,33,99.988,5
0.706,0.842,0.927,0.126,0.00694,42,128.001,5
0.868,0.681,0.665,0.0387,0.578,31,123.995,5
0.834,0.699,0.607,0.0311,0.376,20,126.01,5
0.855,0.728,0.875,0.354,0.029,25,118.002,5
0.95,0.803,0.932,0.00768,0.412,23,124.004,5
0.931,0.828,0.861,0.289,2.23e-06,40,112.012,5
0.816,0.422,0.776,0.0009,0.868,22,114.975,5
0.859,0.761,0.688,0.164,0.297,26,119.961,5
0.74,0.762,0.829,0.0657,0.0,52,115.085,5
0.733,0.857,0.963,0.0141,0.0195,28,119.952,5
0.72,0.731,0.716,0.382,3.77e-06,53,99.972,5
0.871,0.817,0.751,0.0386,0.836,43,119.973,5
0.612,0.719,0.893,0.542,7.76e-06,50,201.978,5
0.774,0.733,0.404,0.0695,0.0103,47,125.113,5
0.734,0.887,0.961,0.0298,0.0419,46,118.954,5
0.861,0.917,0.715,0.0217,0.0588,45,127.953,5
0.864,0.574,0.653,0.0449,0.025,49,116.046,5
0.974,0.596,0.92,0.156,0.513,47,121.513,5
0.762,0.927,0.898,0.0308,0.447,37,124.029,5
0.918,0.607,0.419,0.0297,8.5e-05,41,124.003,5
0.715,0.905,0.562,0.0383,0.00233,43,125.96,5
0.798,0.832,0.717,0.167,0.0169,31,117.967,5
0.845,0.722,0.481,0.102,0.45,26,95.021,5
0.939,0.829,0.799,0.105,0.159,32,127.055,5
0.85,0.669,0.914,0.26,0.274,63,112.966,5
0.904,0.701,0.899,0.275,0.8,38,119.991,5
0.784,0.896,0.747,0.711,0.0345,35,123.93,5
0.945,0.585,0.768,0.293,0.00068,40,121.013,5
0.658,0.856,0.796,0.262,3.93e-06,20,204.058,5
0.879,0.849,0.732,0.00844,0.371,54,120.995,5
0.931,0.71,0.821,0.139,3.28e-05,25,125.043,5
0.97,0.557,0.514,0.348,0.0559,22,124.998,5
0.962,0.629,0.907,0.0976,0.00253,20,124.902,5
0.744,0.872,0.559,0.0306,0.311,35,127.035,5
0.86,0.736,0.493,0.031,0.89,39,124.015,5
0.915,0.583,0.837,0.0434,0.00635,39,100.004,5
0.867,0.726,0.717,0.0777,0.677,41,120.002,5
0.874,0.668,0.801,0.229,0.0,44,116.972,5
0.904,0.768,0.866,0.141,0.0172,43,107.937,5
0.744,0.751,0.807,0.0113,0.912,37,127.981,5
0.591,0.955,0.536,0.0119,0.0135,45,98.927,5
0.727,0.965,0.941,0.0259,2.29e-06,46,130.023,5
0.829,0.713,0.828,0.00414,0.00614,41,114.959,5
0.817,0.683,0.815,0.214,8.62e-06,49,119.053,5
0.797,0.9,0.944,0.077,4.36e-05,43,124.077,5
0.761,0.768,0.818,0.00347,0.755,53,123.324,5
0.651,0.596,0.42,0.5,0.062,51,172.782,5
0.868,0.609,0.92,0.0312,0.0129,44,133.99,5
0.962,0.823,0.691,0.143,0.119,39,126.023,5
0.682,0.799,0.864,0.0981,0.0,44,107.892,5
0.761,0.733,0.815,0.132,0.314,40,115.065,5
0.893,0.582,0.761,0.2,0.0248,43,99.988,5
0.848,0.823,0.862,0.499,0.916,42,125.022,5
0.822,0.891,0.72,0.213,0.464,39,104.01,5
0.94,0.837,0.924,0.079,2.63e-05,50,119.985,5
0.603,0.469,0.705,0.187,0.738,47,175.901,5
0.826,0.89,0.558,0.0067,0.00046,41,124.056,5
0.896,0.684,0.686,0.0461,0.051,55,99.995,5
0.742,0.223,0.392,0.957,0.728,38,91.911,5
0.86,0.762,0.935,0.255,0.456,49,111.967,5
0.823,0.86,0.731,0.0594,0.000744,40,124.023,5
0.865,0.881,0.851,0.43,0.195,45,128.042,5
